alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version
ALT-000495,BSCM-000156,Rajajinagar,2023-06-25 23:00:00,Communication Loss,Low,0.7471,Open,0.0,,,,TheftDetect-v2.1
ALT-000496,BSCM-000242,BTM Layout,2023-04-12 00:00:00,Reverse Energy,Low,0.7442,Resolved,0.0,INS-0002,2023-04-12T11:00:00,,Ensemble-v1
ALT-000497,BSCM-000091,Electronic City,2023-12-24 04:00:00,Meter Tamper,High,0.9117,Resolved,0.0,INS-0006,2023-12-27T05:00:00,Meter bypass,TheftDetect-v3.0
ALT-000498,BSCM-000346,Electronic City,2024-08-20 15:00:00,Reverse Energy,Medium,0.8368,Open,0.0,,,,Ensemble-v1
ALT-000499,BSCM-000264,BTM Layout,2023-12-19 02:00:00,Overcurrent,Medium,0.8886,Resolved,0.0,INS-0007,2023-12-20T13:00:00,Line fault,Ensemble-v1
ALT-000500,BSCM-000017,Hebbal,2024-11-09 21:00:00,Communication Loss,High,0.9744,Open,0.0,,,,TheftDetect-v3.0
ALT-000501,BSCM-000191,Yelahanka,2024-05-25 01:00:00,Meter Tamper,Low,0.9652,Resolved,0.0,INS-0008,2024-05-29T13:00:00,Line fault,TheftDetect-v3.0
ALT-000502,BSCM-000008,Electronic City,2023-04-02 05:00:00,Voltage Sag,Low,0.6324,Resolved,0.0,INS-0017,2023-04-03T17:00:00,Faulty firmware,Ensemble-v1
ALT-000503,BSCM-000228,Indiranagar,2023-09-30 19:00:00,Communication Loss,Low,0.8971,False Positive,0.0,INS-0018,,,Ensemble-v1
ALT-000504,BSCM-000404,Marathahalli,2023-07-04 06:00:00,Meter Tamper,Low,0.5816,Open,0.0,,,,Ensemble-v1
ALT-000505,BSCM-000125,Koramangala,2023-09-07 18:00:00,PF Degradation,Low,0.6951,Open,0.0,,,,TheftDetect-v2.1
ALT-000506,BSCM-000298,Hebbal,2024-06-18 12:00:00,Voltage Sag,Medium,0.7935,Investigating,0.0,INS-0005,,,TheftDetect-v3.0
ALT-000507,BSCM-000150,BTM Layout,2024-02-12 16:00:00,Energy Theft,Low,0.7207,Resolved,390.28,INS-0012,2024-02-16T03:00:00,Line fault,Ensemble-v1
ALT-000508,BSCM-000216,Electronic City,2024-09-23 13:00:00,Phase Imbalance,Medium,0.5978,Resolved,0.0,INS-0005,2024-09-26T15:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000509,BSCM-000385,Indiranagar,2024-06-19 18:00:00,Overcurrent,High,0.8918,Investigating,0.0,INS-0002,,,TheftDetect-v3.0
ALT-000510,BSCM-000345,Rajajinagar,2023-01-17 01:00:00,Meter Tamper,Low,0.7741,Resolved,0.0,INS-0017,2023-01-20T13:00:00,Line fault,TheftDetect-v2.1
ALT-000511,BSCM-000299,Hebbal,2023-11-22 02:00:00,Energy Theft,Medium,0.6431,Investigating,163.01,INS-0015,,,Ensemble-v1
ALT-000512,BSCM-000084,Koramangala,2024-08-03 03:00:00,Communication Loss,Low,0.9358,Resolved,0.0,INS-0014,2024-08-03T14:00:00,External surge,TheftDetect-v3.0
ALT-000513,BSCM-000427,Marathahalli,2024-08-18 18:00:00,Energy Theft,Critical,0.8408,False Positive,170.38,INS-0010,,,TheftDetect-v3.0
ALT-000514,BSCM-000369,BTM Layout,2023-05-07 17:00:00,Meter Tamper,Medium,0.9684,Investigating,0.0,INS-0011,,,TheftDetect-v3.0
ALT-000515,BSCM-000185,Whitefield,2024-07-21 18:00:00,Overcurrent,Critical,0.7577,Resolved,0.0,INS-0004,2024-07-23T23:00:00,,TheftDetect-v3.0
ALT-000516,BSCM-000262,Koramangala,2023-08-03 11:00:00,Energy Theft,Critical,0.8612,Investigating,27.5,INS-0008,,,TheftDetect-v3.0
ALT-000517,BSCM-000376,BTM Layout,2024-07-17 03:00:00,Overcurrent,Low,0.6034,Open,0.0,,,,TheftDetect-v3.0
ALT-000518,BSCM-000474,Electronic City,2024-03-10 13:00:00,Communication Loss,Medium,0.6021,Resolved,0.0,INS-0019,2024-03-14T21:00:00,Line fault,TheftDetect-v3.0
ALT-000519,BSCM-000228,Indiranagar,2023-01-18 03:00:00,Overcurrent,Medium,0.7414,Open,0.0,,,,TheftDetect-v2.1
ALT-000520,BSCM-000152,Whitefield,2024-06-12 09:00:00,Phase Imbalance,High,0.9711,Investigating,0.0,INS-0015,,,TheftDetect-v3.0
ALT-000521,BSCM-000186,Rajajinagar,2024-01-27 01:00:00,Energy Theft,Medium,0.7512,Open,36.27,,,,TheftDetect-v2.1
ALT-000522,BSCM-000472,Whitefield,2023-12-21 08:00:00,Reverse Energy,Medium,0.9877,Resolved,0.0,INS-0010,2023-12-25T03:00:00,,Ensemble-v1
ALT-000523,BSCM-000269,Indiranagar,2023-04-12 11:00:00,Energy Theft,Critical,0.8722,False Positive,181.19,INS-0009,,,TheftDetect-v3.0
ALT-000524,BSCM-000345,Rajajinagar,2024-06-12 12:00:00,Voltage Sag,Low,0.6553,Investigating,0.0,INS-0016,,,TheftDetect-v3.0
ALT-000525,BSCM-000268,Koramangala,2023-09-01 14:00:00,Voltage Sag,High,0.6933,Resolved,0.0,INS-0004,2023-09-04T01:00:00,Line fault,TheftDetect-v3.0
ALT-000526,BSCM-000022,Whitefield,2024-01-24 16:00:00,Meter Tamper,Medium,0.8834,Investigating,0.0,INS-0011,,,TheftDetect-v2.1
ALT-000527,BSCM-000196,Indiranagar,2024-10-01 12:00:00,Overcurrent,Medium,0.6164,Resolved,0.0,INS-0010,2024-10-04T14:00:00,Phase cut,TheftDetect-v3.0
ALT-000528,BSCM-000489,Koramangala,2023-05-30 10:00:00,Meter Tamper,Low,0.8538,Resolved,0.0,INS-0003,2023-06-01T15:00:00,Rodent damage,TheftDetect-v3.0
ALT-000529,BSCM-000027,Yelahanka,2024-01-13 16:00:00,Phase Imbalance,High,0.7643,Resolved,0.0,INS-0008,2024-01-16T21:00:00,,TheftDetect-v2.1
ALT-000530,BSCM-000010,Jayanagar,2024-12-22 16:00:00,Overcurrent,Low,0.5835,Resolved,0.0,INS-0003,2024-12-23T00:00:00,Meter bypass,Ensemble-v1
ALT-000531,BSCM-000459,Marathahalli,2024-03-12 17:00:00,PF Degradation,Medium,0.9885,False Positive,0.0,INS-0003,,,Ensemble-v1
ALT-000532,BSCM-000340,Yelahanka,2024-05-29 18:00:00,Voltage Sag,High,0.6828,Open,0.0,,,,TheftDetect-v2.1
ALT-000533,BSCM-000495,Jayanagar,2023-05-26 23:00:00,Communication Loss,Low,0.6174,Investigating,0.0,INS-0008,,,Ensemble-v1
ALT-000534,BSCM-000206,Koramangala,2024-04-26 22:00:00,Energy Theft,Low,0.8214,Investigating,415.2,INS-0010,,,TheftDetect-v3.0
ALT-000535,BSCM-000019,Indiranagar,2023-01-14 04:00:00,Energy Theft,Low,0.5731,Resolved,131.8,INS-0003,2023-01-19T01:00:00,Rodent damage,Ensemble-v1
ALT-000536,BSCM-000137,Hebbal,2023-04-28 10:00:00,Voltage Sag,Medium,0.9317,Resolved,0.0,INS-0004,2023-04-28T18:00:00,Phase cut,Ensemble-v1
ALT-000537,BSCM-000326,Jayanagar,2023-05-09 07:00:00,Energy Theft,Low,0.7511,Resolved,493.46,INS-0008,2023-05-13T15:00:00,Line fault,TheftDetect-v3.0
ALT-000538,BSCM-000085,Koramangala,2024-01-29 08:00:00,Overcurrent,Medium,0.9625,Resolved,0.0,INS-0002,2024-01-31T04:00:00,Rodent damage,Ensemble-v1
ALT-000539,BSCM-000459,Marathahalli,2024-04-18 21:00:00,PF Degradation,Medium,0.8071,Resolved,0.0,INS-0001,2024-04-19T02:00:00,Phase cut,Ensemble-v1
ALT-000540,BSCM-000477,Whitefield,2023-02-15 16:00:00,Meter Tamper,Medium,0.7336,Investigating,0.0,INS-0005,,,TheftDetect-v2.1
ALT-000541,BSCM-000049,BTM Layout,2024-07-08 12:00:00,PF Degradation,Low,0.9198,Resolved,0.0,INS-0020,2024-07-09T12:00:00,External surge,Ensemble-v1
ALT-000542,BSCM-000162,Koramangala,2023-04-14 16:00:00,Communication Loss,Low,0.9827,False Positive,0.0,INS-0003,,,TheftDetect-v3.0
ALT-000543,BSCM-000437,Electronic City,2024-12-31 13:00:00,Overcurrent,Low,0.8197,Open,0.0,,,,TheftDetect-v3.0
ALT-000544,BSCM-000117,Indiranagar,2023-05-14 21:00:00,Voltage Sag,Low,0.6854,Resolved,0.0,INS-0009,2023-05-15T18:00:00,,TheftDetect-v3.0
ALT-000545,BSCM-000472,Whitefield,2023-05-23 01:00:00,PF Degradation,Low,0.9636,Open,0.0,,,,TheftDetect-v2.1
ALT-000546,BSCM-000216,Electronic City,2024-10-30 03:00:00,Phase Imbalance,Medium,0.9173,Resolved,0.0,INS-0001,2024-10-30T07:00:00,External surge,Ensemble-v1
ALT-000547,BSCM-000250,Rajajinagar,2024-07-18 04:00:00,Meter Tamper,Medium,0.9163,Investigating,0.0,INS-0007,,,Ensemble-v1
ALT-000548,BSCM-000233,Electronic City,2023-08-01 07:00:00,Voltage Sag,Low,0.6812,Resolved,0.0,INS-0019,2023-08-03T13:00:00,,TheftDetect-v3.0
ALT-000549,BSCM-000213,Electronic City,2023-01-04 19:00:00,Meter Tamper,Medium,0.7825,Resolved,0.0,INS-0002,2023-01-09T02:00:00,External surge,TheftDetect-v3.0
ALT-000550,BSCM-000073,Yelahanka,2023-07-17 21:00:00,Phase Imbalance,Low,0.8806,Resolved,0.0,INS-0011,2023-07-19T17:00:00,Phase cut,TheftDetect-v2.1
ALT-000551,BSCM-000265,Hebbal,2023-01-14 20:00:00,Phase Imbalance,Medium,0.55,Investigating,0.0,INS-0009,,,TheftDetect-v2.1
ALT-000552,BSCM-000437,Electronic City,2023-09-05 07:00:00,Overcurrent,Critical,0.7938,Resolved,0.0,INS-0006,2023-09-08T13:00:00,Line fault,TheftDetect-v2.1
ALT-000553,BSCM-000277,Indiranagar,2024-11-12 14:00:00,Communication Loss,Low,0.6511,Resolved,0.0,INS-0015,2024-11-12T16:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000554,BSCM-000373,Indiranagar,2023-08-14 01:00:00,Communication Loss,Low,0.8125,Resolved,0.0,INS-0020,2023-08-16T15:00:00,,TheftDetect-v2.1
ALT-000555,BSCM-000104,Whitefield,2023-09-07 00:00:00,Communication Loss,Low,0.5874,Open,0.0,,,,TheftDetect-v2.1
ALT-000556,BSCM-000316,Yelahanka,2023-05-10 07:00:00,Phase Imbalance,Low,0.756,Open,0.0,,,,TheftDetect-v3.0
ALT-000557,BSCM-000116,Electronic City,2023-07-11 07:00:00,PF Degradation,Medium,0.9686,Investigating,0.0,INS-0004,,,TheftDetect-v2.1
ALT-000558,BSCM-000143,Yelahanka,2024-11-07 05:00:00,Phase Imbalance,High,0.9882,Investigating,0.0,INS-0006,,,TheftDetect-v2.1
ALT-000559,BSCM-000103,BTM Layout,2024-05-23 23:00:00,Reverse Energy,High,0.8651,Investigating,0.0,INS-0008,,,TheftDetect-v3.0
ALT-000560,BSCM-000289,Jayanagar,2023-03-11 17:00:00,Energy Theft,Low,0.7303,Investigating,395.9,INS-0017,,,Ensemble-v1
ALT-000561,BSCM-000236,Indiranagar,2024-05-06 21:00:00,Communication Loss,Medium,0.9528,Resolved,0.0,INS-0019,2024-05-07T03:00:00,Meter bypass,Ensemble-v1
ALT-000562,BSCM-000130,Hebbal,2024-10-29 23:00:00,PF Degradation,Low,0.6824,Resolved,0.0,INS-0016,2024-11-01T21:00:00,,TheftDetect-v2.1
ALT-000563,BSCM-000027,Yelahanka,2023-03-27 09:00:00,Energy Theft,Medium,0.8795,Resolved,338.93,INS-0015,2023-03-30T04:00:00,,Ensemble-v1
ALT-000564,BSCM-000072,Hebbal,2024-01-25 06:00:00,Overcurrent,Medium,0.8317,Investigating,0.0,INS-0003,,,Ensemble-v1
ALT-000565,BSCM-000288,Jayanagar,2024-08-05 18:00:00,Meter Tamper,Medium,0.9785,Resolved,0.0,INS-0006,2024-08-08T22:00:00,Phase cut,Ensemble-v1
ALT-000566,BSCM-000098,Hebbal,2023-09-07 12:00:00,Reverse Energy,Low,0.8488,Resolved,0.0,INS-0012,2023-09-08T13:00:00,,TheftDetect-v2.1
ALT-000567,BSCM-000265,Hebbal,2024-12-18 02:00:00,Meter Tamper,Medium,0.9213,Resolved,0.0,INS-0012,2024-12-21T13:00:00,External surge,TheftDetect-v2.1
ALT-000568,BSCM-000438,Hebbal,2023-11-01 04:00:00,Meter Tamper,Low,0.6189,Open,0.0,,,,TheftDetect-v3.0
ALT-000569,BSCM-000496,Indiranagar,2024-05-19 06:00:00,Meter Tamper,Medium,0.985,Resolved,0.0,INS-0011,2024-05-21T18:00:00,Rodent damage,Ensemble-v1
ALT-000570,BSCM-000151,Rajajinagar,2024-11-11 20:00:00,PF Degradation,High,0.5933,Resolved,0.0,INS-0018,2024-11-14T15:00:00,Line fault,Ensemble-v1
ALT-000571,BSCM-000065,Koramangala,2023-03-13 04:00:00,Reverse Energy,Low,0.8926,Resolved,0.0,INS-0008,2023-03-17T12:00:00,Faulty firmware,Ensemble-v1
ALT-000572,BSCM-000396,Electronic City,2023-05-17 04:00:00,Phase Imbalance,Low,0.9348,False Positive,0.0,INS-0006,,,Ensemble-v1
ALT-000573,BSCM-000384,Hebbal,2024-02-03 11:00:00,Energy Theft,Medium,0.8113,Open,81.62,,,,TheftDetect-v2.1
ALT-000574,BSCM-000210,Yelahanka,2024-08-30 09:00:00,Phase Imbalance,Critical,0.7115,Open,0.0,,,,TheftDetect-v2.1
ALT-000575,BSCM-000019,Indiranagar,2023-05-20 20:00:00,Meter Tamper,Low,0.6206,Resolved,0.0,INS-0013,2023-05-23T19:00:00,External surge,TheftDetect-v2.1
ALT-000576,BSCM-000221,Yelahanka,2023-07-08 04:00:00,Energy Theft,Medium,0.5598,Open,434.93,,,,TheftDetect-v3.0
ALT-000577,BSCM-000399,Hebbal,2024-08-18 01:00:00,PF Degradation,High,0.7778,Resolved,0.0,INS-0016,2024-08-21T04:00:00,Phase cut,TheftDetect-v3.0
ALT-000578,BSCM-000318,Whitefield,2024-09-22 23:00:00,Reverse Energy,Medium,0.7705,Open,0.0,,,,TheftDetect-v3.0
ALT-000579,BSCM-000299,Hebbal,2023-05-15 00:00:00,Reverse Energy,Medium,0.5515,Resolved,0.0,INS-0002,2023-05-19T13:00:00,External surge,TheftDetect-v2.1
ALT-000580,BSCM-000183,BTM Layout,2024-10-23 18:00:00,Voltage Sag,Critical,0.6714,False Positive,0.0,INS-0006,,,TheftDetect-v2.1
ALT-000581,BSCM-000068,Jayanagar,2024-11-28 08:00:00,Energy Theft,Medium,0.5792,Investigating,134.52,INS-0015,,,TheftDetect-v3.0
ALT-000582,BSCM-000030,Whitefield,2024-02-17 20:00:00,Reverse Energy,Medium,0.9642,Investigating,0.0,INS-0001,,,TheftDetect-v3.0
ALT-000583,BSCM-000091,Electronic City,2024-07-06 08:00:00,PF Degradation,Medium,0.6592,Open,0.0,,,,TheftDetect-v2.1
ALT-000584,BSCM-000496,Indiranagar,2023-04-18 04:00:00,Meter Tamper,Medium,0.9638,Resolved,0.0,INS-0009,2023-04-18T12:00:00,,TheftDetect-v2.1
ALT-000585,BSCM-000152,Whitefield,2023-09-25 03:00:00,Overcurrent,High,0.5573,Open,0.0,,,,Ensemble-v1
ALT-000586,BSCM-000488,Marathahalli,2024-05-11 09:00:00,PF Degradation,Low,0.6247,Resolved,0.0,INS-0001,2024-05-14T14:00:00,External surge,TheftDetect-v3.0
ALT-000587,BSCM-000466,Koramangala,2024-02-06 11:00:00,Overcurrent,Medium,0.8302,Open,0.0,,,,TheftDetect-v2.1
ALT-000588,BSCM-000273,Hebbal,2023-01-09 14:00:00,Reverse Energy,Critical,0.7435,Resolved,0.0,INS-0020,2023-01-10T16:00:00,External surge,TheftDetect-v3.0
ALT-000589,BSCM-000424,BTM Layout,2024-12-31 12:00:00,Overcurrent,High,0.874,Resolved,0.0,INS-0001,2025-01-03T04:00:00,External surge,Ensemble-v1
ALT-000590,BSCM-000295,Hebbal,2023-04-14 01:00:00,Reverse Energy,Low,0.8853,Resolved,0.0,INS-0009,2023-04-14T17:00:00,External surge,Ensemble-v1
ALT-000591,BSCM-000361,Koramangala,2024-03-26 04:00:00,Communication Loss,Medium,0.6951,Resolved,0.0,INS-0019,2024-03-29T23:00:00,Meter bypass,TheftDetect-v2.1
ALT-000592,BSCM-000384,Hebbal,2023-11-19 08:00:00,PF Degradation,High,0.7686,Resolved,0.0,INS-0012,2023-11-21T16:00:00,Line fault,Ensemble-v1
ALT-000593,BSCM-000136,Whitefield,2023-12-27 18:00:00,Energy Theft,Low,0.6861,Resolved,73.06,INS-0013,2023-12-30T19:00:00,External surge,Ensemble-v1
ALT-000594,BSCM-000036,Marathahalli,2024-04-15 10:00:00,Phase Imbalance,Medium,0.5789,False Positive,0.0,INS-0011,,,Ensemble-v1
ALT-000595,BSCM-000345,Rajajinagar,2024-08-18 00:00:00,PF Degradation,Medium,0.7961,Resolved,0.0,INS-0011,2024-08-18T13:00:00,Faulty firmware,Ensemble-v1
ALT-000596,BSCM-000382,Rajajinagar,2023-10-07 08:00:00,Voltage Sag,Medium,0.9533,Resolved,0.0,INS-0015,2023-10-11T09:00:00,Meter bypass,TheftDetect-v3.0
ALT-000597,BSCM-000342,Hebbal,2024-02-01 01:00:00,Voltage Sag,Medium,0.581,Resolved,0.0,INS-0002,2024-02-03T22:00:00,Rodent damage,TheftDetect-v3.0
ALT-000598,BSCM-000467,Whitefield,2024-04-02 00:00:00,Phase Imbalance,Low,0.7806,False Positive,0.0,INS-0020,,,Ensemble-v1
ALT-000599,BSCM-000481,Jayanagar,2024-07-18 03:00:00,Phase Imbalance,Low,0.5574,Investigating,0.0,INS-0016,,,TheftDetect-v2.1
ALT-000600,BSCM-000367,Hebbal,2023-05-04 03:00:00,Voltage Sag,High,0.5883,Open,0.0,,,,TheftDetect-v2.1
ALT-000601,BSCM-000020,Whitefield,2023-04-13 12:00:00,PF Degradation,Medium,0.9635,Open,0.0,,,,TheftDetect-v3.0
ALT-000602,BSCM-000111,Koramangala,2023-07-11 16:00:00,Energy Theft,Low,0.7432,False Positive,123.0,INS-0008,,,TheftDetect-v2.1
ALT-000603,BSCM-000137,Hebbal,2024-05-08 14:00:00,Communication Loss,Critical,0.6852,Investigating,0.0,INS-0010,,,Ensemble-v1
ALT-000604,BSCM-000041,Electronic City,2024-07-05 20:00:00,PF Degradation,Low,0.7772,Open,0.0,,,,TheftDetect-v2.1
ALT-000605,BSCM-000322,Indiranagar,2024-01-16 08:00:00,Phase Imbalance,Critical,0.8002,Resolved,0.0,INS-0005,2024-01-18T06:00:00,Faulty firmware,Ensemble-v1
ALT-000606,BSCM-000329,Jayanagar,2023-03-27 16:00:00,Meter Tamper,High,0.5892,Resolved,0.0,INS-0020,2023-04-01T04:00:00,Faulty firmware,Ensemble-v1
ALT-000607,BSCM-000087,Jayanagar,2023-08-14 18:00:00,Voltage Sag,Low,0.819,Resolved,0.0,INS-0004,2023-08-17T03:00:00,Line fault,TheftDetect-v2.1
ALT-000608,BSCM-000131,Koramangala,2023-09-15 20:00:00,Phase Imbalance,Low,0.5928,Resolved,0.0,INS-0010,2023-09-19T17:00:00,Meter bypass,TheftDetect-v2.1
ALT-000609,BSCM-000278,Electronic City,2024-05-02 15:00:00,Energy Theft,Medium,0.9606,Investigating,199.62,INS-0003,,,TheftDetect-v2.1
ALT-000610,BSCM-000255,BTM Layout,2023-10-04 10:00:00,Communication Loss,Low,0.8133,Resolved,0.0,INS-0019,2023-10-07T01:00:00,Rodent damage,Ensemble-v1
ALT-000611,BSCM-000137,Hebbal,2024-12-28 23:00:00,Energy Theft,High,0.6491,Investigating,110.56,INS-0009,,,TheftDetect-v2.1
ALT-000612,BSCM-000211,Whitefield,2024-02-23 04:00:00,Voltage Sag,Low,0.8452,Investigating,0.0,INS-0005,,,TheftDetect-v2.1
ALT-000613,BSCM-000021,Electronic City,2023-04-11 14:00:00,Meter Tamper,Low,0.7341,Resolved,0.0,INS-0006,2023-04-12T10:00:00,Rodent damage,TheftDetect-v3.0
ALT-000614,BSCM-000039,Hebbal,2023-09-18 23:00:00,Communication Loss,Low,0.7322,Resolved,0.0,INS-0004,2023-09-23T07:00:00,Line fault,TheftDetect-v2.1
ALT-000615,BSCM-000147,Electronic City,2023-07-26 17:00:00,Overcurrent,Low,0.5731,Investigating,0.0,INS-0003,,,TheftDetect-v3.0
ALT-000616,BSCM-000256,Electronic City,2024-10-07 21:00:00,Phase Imbalance,Medium,0.8003,False Positive,0.0,INS-0005,,,Ensemble-v1
ALT-000617,BSCM-000107,Hebbal,2023-12-11 23:00:00,Meter Tamper,Low,0.8336,Investigating,0.0,INS-0015,,,TheftDetect-v2.1
ALT-000618,BSCM-000236,Indiranagar,2023-08-22 21:00:00,Communication Loss,Low,0.8346,Open,0.0,,,,TheftDetect-v3.0
ALT-000619,BSCM-000405,Yelahanka,2024-03-02 04:00:00,Meter Tamper,Medium,0.7513,Investigating,0.0,INS-0013,,,Ensemble-v1
ALT-000620,BSCM-000485,Koramangala,2023-05-21 01:00:00,Overcurrent,Medium,0.9199,False Positive,0.0,INS-0015,,,TheftDetect-v3.0
ALT-000621,BSCM-000076,Hebbal,2024-04-24 21:00:00,Energy Theft,Medium,0.6723,Investigating,3.98,INS-0014,,,Ensemble-v1
ALT-000622,BSCM-000494,Marathahalli,2023-01-06 04:00:00,Reverse Energy,High,0.5711,Resolved,0.0,INS-0002,2023-01-11T00:00:00,,TheftDetect-v2.1
ALT-000623,BSCM-000250,Rajajinagar,2023-07-29 11:00:00,Reverse Energy,Critical,0.638,Resolved,0.0,INS-0007,2023-07-31T13:00:00,,TheftDetect-v2.1
ALT-000624,BSCM-000006,Rajajinagar,2024-10-17 03:00:00,Voltage Sag,Medium,0.8579,Resolved,0.0,INS-0004,2024-10-18T04:00:00,,Ensemble-v1
ALT-000625,BSCM-000142,BTM Layout,2023-08-16 18:00:00,Communication Loss,Critical,0.6929,Resolved,0.0,INS-0020,2023-08-20T22:00:00,Phase cut,TheftDetect-v3.0
ALT-000626,BSCM-000106,Indiranagar,2024-05-08 03:00:00,Phase Imbalance,Low,0.7024,Open,0.0,,,,Ensemble-v1
ALT-000627,BSCM-000450,Yelahanka,2024-07-11 20:00:00,Voltage Sag,Low,0.5778,Resolved,0.0,INS-0003,2024-07-13T00:00:00,Phase cut,Ensemble-v1
ALT-000628,BSCM-000368,Rajajinagar,2024-08-25 06:00:00,Reverse Energy,Medium,0.57,Investigating,0.0,INS-0010,,,Ensemble-v1
ALT-000629,BSCM-000346,Electronic City,2023-12-11 15:00:00,Energy Theft,Low,0.5705,Open,309.76,,,,TheftDetect-v2.1
ALT-000630,BSCM-000454,Electronic City,2024-12-12 04:00:00,Meter Tamper,Low,0.7995,Open,0.0,,,,Ensemble-v1
ALT-000631,BSCM-000087,Jayanagar,2023-03-19 04:00:00,Communication Loss,Medium,0.9084,Open,0.0,,,,TheftDetect-v2.1
ALT-000632,BSCM-000432,Electronic City,2023-10-19 01:00:00,PF Degradation,Medium,0.8626,Investigating,0.0,INS-0017,,,TheftDetect-v2.1
ALT-000633,BSCM-000474,Electronic City,2024-07-19 17:00:00,Communication Loss,Medium,0.9611,False Positive,0.0,INS-0015,,,TheftDetect-v3.0
ALT-000634,BSCM-000453,Electronic City,2024-07-13 00:00:00,Meter Tamper,Medium,0.8512,False Positive,0.0,INS-0011,,,TheftDetect-v3.0
ALT-000635,BSCM-000158,Electronic City,2023-03-19 07:00:00,Communication Loss,Low,0.6969,Resolved,0.0,INS-0008,2023-03-20T05:00:00,Line fault,TheftDetect-v3.0
ALT-000636,BSCM-000140,Koramangala,2023-12-06 23:00:00,Reverse Energy,Medium,0.8712,Open,0.0,,,,TheftDetect-v2.1
ALT-000637,BSCM-000400,Hebbal,2023-07-31 21:00:00,Communication Loss,Low,0.7518,Resolved,0.0,INS-0010,2023-08-03T23:00:00,External surge,Ensemble-v1
ALT-000638,BSCM-000228,Indiranagar,2024-03-16 14:00:00,Overcurrent,High,0.775,Open,0.0,,,,TheftDetect-v2.1
ALT-000639,BSCM-000155,Jayanagar,2024-11-29 00:00:00,Phase Imbalance,Low,0.8158,Investigating,0.0,INS-0020,,,TheftDetect-v2.1
ALT-000640,BSCM-000374,Marathahalli,2024-07-19 02:00:00,Communication Loss,Low,0.7707,Open,0.0,,,,TheftDetect-v3.0
ALT-000641,BSCM-000132,BTM Layout,2023-02-24 08:00:00,PF Degradation,Medium,0.7022,Open,0.0,,,,TheftDetect-v2.1
ALT-000642,BSCM-000499,Electronic City,2023-10-20 14:00:00,Meter Tamper,Critical,0.645,Resolved,0.0,INS-0005,2023-10-21T17:00:00,Line fault,TheftDetect-v2.1
ALT-000643,BSCM-000336,Rajajinagar,2023-06-09 16:00:00,Overcurrent,High,0.8223,Resolved,0.0,INS-0001,2023-06-10T16:00:00,Faulty firmware,TheftDetect-v2.1
ALT-000644,BSCM-000067,Electronic City,2023-11-01 20:00:00,Overcurrent,Low,0.6017,Investigating,0.0,INS-0005,,,TheftDetect-v2.1
ALT-000645,BSCM-000191,Yelahanka,2024-09-21 01:00:00,PF Degradation,Critical,0.7608,False Positive,0.0,INS-0003,,,TheftDetect-v3.0
ALT-000646,BSCM-000178,Marathahalli,2023-10-27 14:00:00,Energy Theft,Medium,0.9296,Resolved,353.5,INS-0006,2023-10-30T01:00:00,Meter bypass,TheftDetect-v2.1
ALT-000647,BSCM-000416,Rajajinagar,2023-11-09 01:00:00,PF Degradation,Critical,0.5537,Resolved,0.0,INS-0010,2023-11-13T01:00:00,Line fault,TheftDetect-v3.0
ALT-000648,BSCM-000069,Koramangala,2024-01-20 12:00:00,Energy Theft,Medium,0.6053,Open,4.2,,,,TheftDetect-v3.0
ALT-000649,BSCM-000454,Electronic City,2023-04-17 18:00:00,PF Degradation,High,0.8412,False Positive,0.0,INS-0002,,,TheftDetect-v3.0
ALT-000650,BSCM-000454,Electronic City,2024-02-22 15:00:00,PF Degradation,Medium,0.6101,Investigating,0.0,INS-0004,,,Ensemble-v1
ALT-000651,BSCM-000291,Indiranagar,2024-05-01 15:00:00,Overcurrent,Medium,0.7827,Resolved,0.0,INS-0012,2024-05-05T09:00:00,,Ensemble-v1
ALT-000652,BSCM-000455,Indiranagar,2023-03-23 23:00:00,Reverse Energy,Low,0.6193,Investigating,0.0,INS-0019,,,Ensemble-v1
ALT-000653,BSCM-000447,Marathahalli,2023-11-04 11:00:00,Energy Theft,Low,0.6672,Resolved,498.56,INS-0011,2023-11-09T10:00:00,Rodent damage,Ensemble-v1
ALT-000654,BSCM-000274,Yelahanka,2024-10-19 18:00:00,Voltage Sag,Medium,0.6548,Resolved,0.0,INS-0002,2024-10-24T12:00:00,Phase cut,TheftDetect-v3.0
ALT-000655,BSCM-000003,Yelahanka,2023-04-08 19:00:00,Voltage Sag,Low,0.8212,Investigating,0.0,INS-0015,,,Ensemble-v1
ALT-000656,BSCM-000150,BTM Layout,2024-10-15 01:00:00,Phase Imbalance,Medium,0.8434,Resolved,0.0,INS-0019,2024-10-15T18:00:00,Phase cut,TheftDetect-v2.1
ALT-000657,BSCM-000268,Koramangala,2023-01-14 20:00:00,PF Degradation,High,0.6407,Resolved,0.0,INS-0012,2023-01-17T19:00:00,Faulty firmware,Ensemble-v1
ALT-000658,BSCM-000188,Rajajinagar,2024-12-25 07:00:00,Overcurrent,Low,0.6554,False Positive,0.0,INS-0018,,,TheftDetect-v3.0
