dq_id,meter_id,zone,date,expected_readings,received_readings,missing_readings,completeness_pct,null_values,out_of_range_values,duplicate_readings,avg_latency_ms,comms_failures,quality_score
DQ-0002875,BSCM-000096,Jayanagar,2024-03-25,24,24,0,100.0,0,1,0,2408.7,0,0.9742
DQ-0002876,BSCM-000096,Jayanagar,2024-10-28,24,24,0,100.0,0,0,0,1347.9,3,0.8711
DQ-0002877,BSCM-000096,Jayanagar,2024-09-23,24,24,0,100.0,0,1,0,705.0,0,0.9017
DQ-0002878,BSCM-000096,Jayanagar,2024-12-05,24,24,0,100.0,0,0,0,782.5,3,0.9079
DQ-0002879,BSCM-000096,Jayanagar,2024-02-29,24,24,0,100.0,0,2,0,2360.1,5,0.9046
DQ-0002880,BSCM-000096,Jayanagar,2024-11-20,24,21,3,87.5,0,2,0,1334.9,0,0.9353
DQ-0002881,BSCM-000097,Whitefield,2023-03-11,24,23,1,95.83,1,1,0,1555.2,0,0.8263
DQ-0002882,BSCM-000097,Whitefield,2024-10-04,24,24,0,100.0,0,0,0,939.7,1,0.8561
DQ-0002883,BSCM-000097,Whitefield,2024-02-06,24,24,0,100.0,0,1,0,1172.6,5,0.9616
DQ-0002884,BSCM-000097,Whitefield,2023-01-12,24,24,0,100.0,0,2,0,1383.1,3,0.8879
DQ-0002885,BSCM-000097,Whitefield,2024-09-22,24,24,0,100.0,0,1,0,1603.3,0,0.9714
DQ-0002886,BSCM-000097,Whitefield,2023-10-05,24,24,0,100.0,0,2,0,407.4,3,0.9262
DQ-0002887,BSCM-000097,Whitefield,2024-12-24,24,24,0,100.0,0,0,0,1260.5,0,0.997
DQ-0002888,BSCM-000097,Whitefield,2023-07-11,24,24,0,100.0,0,0,0,1956.9,3,0.8283
DQ-0002889,BSCM-000097,Whitefield,2023-09-16,24,21,3,87.5,1,0,0,2037.8,1,0.9053
DQ-0002890,BSCM-000097,Whitefield,2023-08-22,24,20,4,83.33,2,1,0,1265.3,1,0.9803
DQ-0002891,BSCM-000097,Whitefield,2024-10-06,24,24,0,100.0,0,2,0,881.9,0,0.9158
DQ-0002892,BSCM-000097,Whitefield,2023-05-10,24,23,1,95.83,1,2,0,569.4,0,0.8537
DQ-0002893,BSCM-000097,Whitefield,2024-07-08,24,24,0,100.0,0,2,0,2468.8,3,0.8085
DQ-0002894,BSCM-000097,Whitefield,2024-08-20,24,20,4,83.33,2,1,0,1032.8,3,0.9209
DQ-0002895,BSCM-000097,Whitefield,2023-11-13,24,23,1,95.83,1,2,0,432.4,2,0.9018
DQ-0002896,BSCM-000097,Whitefield,2023-06-02,24,22,2,91.67,1,2,0,1674.6,2,0.8001
DQ-0002897,BSCM-000097,Whitefield,2024-09-27,24,22,2,91.67,0,1,0,2360.8,2,0.8898
DQ-0002898,BSCM-000097,Whitefield,2023-05-24,24,23,1,95.83,1,0,0,1049.9,5,0.8045
DQ-0002899,BSCM-000097,Whitefield,2024-06-21,24,24,0,100.0,0,1,0,1815.6,1,0.8343
DQ-0002900,BSCM-000097,Whitefield,2023-08-29,24,23,1,95.83,0,2,0,1585.3,3,0.9513
DQ-0002901,BSCM-000097,Whitefield,2024-04-21,24,20,4,83.33,4,0,0,1421.3,3,0.9352
DQ-0002902,BSCM-000097,Whitefield,2023-01-07,24,22,2,91.67,0,0,0,2268.2,4,0.9821
DQ-0002903,BSCM-000097,Whitefield,2024-08-18,24,24,0,100.0,0,1,0,410.2,4,0.9275
DQ-0002904,BSCM-000097,Whitefield,2023-11-12,24,24,0,100.0,0,0,0,688.2,2,0.8377
DQ-0002905,BSCM-000097,Whitefield,2024-03-25,24,24,0,100.0,0,1,0,166.9,0,0.9982
DQ-0002906,BSCM-000097,Whitefield,2024-10-28,24,24,0,100.0,0,2,0,904.4,2,0.9802
DQ-0002907,BSCM-000097,Whitefield,2024-09-23,24,24,0,100.0,0,2,0,526.0,3,0.9168
DQ-0002908,BSCM-000097,Whitefield,2024-12-05,24,22,2,91.67,0,2,0,462.4,1,0.8505
DQ-0002909,BSCM-000097,Whitefield,2024-02-29,24,23,1,95.83,1,1,0,890.5,0,0.9924
DQ-0002910,BSCM-000097,Whitefield,2024-11-20,24,22,2,91.67,0,0,0,1614.5,0,0.8557
DQ-0002911,BSCM-000098,Hebbal,2023-03-11,24,24,0,100.0,0,0,0,978.5,4,0.8696
DQ-0002912,BSCM-000098,Hebbal,2024-10-04,24,24,0,100.0,0,2,0,967.9,4,0.9989
DQ-0002913,BSCM-000098,Hebbal,2024-02-06,24,24,0,100.0,0,1,0,1083.6,2,0.9943
DQ-0002914,BSCM-000098,Hebbal,2023-01-12,24,18,6,75.0,1,2,0,1292.9,0,0.9059
DQ-0002915,BSCM-000098,Hebbal,2024-09-22,24,24,0,100.0,0,0,0,1783.1,3,0.977
DQ-0002916,BSCM-000098,Hebbal,2023-10-05,24,21,3,87.5,2,2,0,284.1,1,0.89
DQ-0002917,BSCM-000098,Hebbal,2024-12-24,24,24,0,100.0,0,1,0,638.9,1,0.8045
DQ-0002918,BSCM-000098,Hebbal,2023-07-11,24,24,0,100.0,0,2,0,2148.4,5,0.8313
DQ-0002919,BSCM-000098,Hebbal,2023-09-16,24,18,6,75.0,0,2,0,2380.0,2,0.7179
DQ-0002920,BSCM-000098,Hebbal,2023-08-22,24,24,0,100.0,0,2,0,228.1,2,0.9788
DQ-0002921,BSCM-000098,Hebbal,2024-10-06,24,22,2,91.67,0,0,0,1147.6,5,0.9806
DQ-0002922,BSCM-000098,Hebbal,2023-05-10,24,24,0,100.0,0,2,0,689.9,3,0.8471
DQ-0002923,BSCM-000098,Hebbal,2024-07-08,24,24,0,100.0,0,0,0,1032.6,1,0.9586
DQ-0002924,BSCM-000098,Hebbal,2024-08-20,24,24,0,100.0,0,0,0,2330.7,0,0.9242
DQ-0002925,BSCM-000098,Hebbal,2023-11-13,24,24,0,100.0,0,0,0,1814.1,3,0.8411
DQ-0002926,BSCM-000098,Hebbal,2023-06-02,24,24,0,100.0,0,0,0,584.1,1,0.8199
DQ-0002927,BSCM-000098,Hebbal,2024-09-27,24,23,1,95.83,1,2,0,1386.8,1,0.8059
DQ-0002928,BSCM-000098,Hebbal,2023-05-24,24,24,0,100.0,0,2,0,1562.9,3,0.8057
DQ-0002929,BSCM-000098,Hebbal,2024-06-21,24,21,3,87.5,3,1,0,2128.8,4,0.9892
DQ-0002930,BSCM-000098,Hebbal,2023-08-29,24,24,0,100.0,0,2,0,1410.5,2,0.8469
DQ-0002931,BSCM-000098,Hebbal,2024-04-21,24,24,0,100.0,0,1,0,2103.3,5,0.9106
DQ-0002932,BSCM-000098,Hebbal,2023-01-07,24,24,0,100.0,0,0,0,645.5,2,0.8157
DQ-0002933,BSCM-000098,Hebbal,2024-08-18,24,24,0,100.0,0,0,0,2211.9,0,0.8308
DQ-0002934,BSCM-000098,Hebbal,2023-11-12,24,24,0,100.0,0,2,0,499.3,5,0.8328
DQ-0002935,BSCM-000098,Hebbal,2024-03-25,24,24,0,100.0,0,1,0,636.0,3,0.9678
DQ-0002936,BSCM-000098,Hebbal,2024-10-28,24,24,0,100.0,0,1,0,2399.8,4,0.9597
DQ-0002937,BSCM-000098,Hebbal,2024-09-23,24,23,1,95.83,0,2,0,507.3,5,0.8732
DQ-0002938,BSCM-000098,Hebbal,2024-12-05,24,20,4,83.33,2,1,0,137.7,3,0.988
DQ-0002939,BSCM-000098,Hebbal,2024-02-29,24,24,0,100.0,0,1,0,756.4,4,0.8712
DQ-0002940,BSCM-000098,Hebbal,2024-11-20,24,24,0,100.0,0,0,0,641.2,1,0.8716
DQ-0002941,BSCM-000099,Rajajinagar,2023-03-11,24,21,3,87.5,0,2,0,2373.4,3,0.9263
DQ-0002942,BSCM-000099,Rajajinagar,2024-10-04,24,24,0,100.0,0,0,0,543.1,1,0.8678
DQ-0002943,BSCM-000099,Rajajinagar,2024-02-06,24,24,0,100.0,0,1,0,548.9,3,0.8024
DQ-0002944,BSCM-000099,Rajajinagar,2023-01-12,24,23,1,95.83,1,0,1,1242.2,3,0.8212
DQ-0002945,BSCM-000099,Rajajinagar,2024-09-22,24,24,0,100.0,0,2,0,226.5,4,0.8818
DQ-0002946,BSCM-000099,Rajajinagar,2023-10-05,24,24,0,100.0,0,2,0,988.4,3,0.9591
DQ-0002947,BSCM-000099,Rajajinagar,2024-12-24,24,24,0,100.0,0,0,0,591.5,5,0.803
DQ-0002948,BSCM-000099,Rajajinagar,2023-07-11,24,24,0,100.0,0,1,0,961.2,1,0.9951
DQ-0002949,BSCM-000099,Rajajinagar,2023-09-16,24,24,0,100.0,0,1,0,2464.2,3,0.8549
DQ-0002950,BSCM-000099,Rajajinagar,2023-08-22,24,24,0,100.0,0,1,0,126.2,4,0.9214
DQ-0002951,BSCM-000099,Rajajinagar,2024-10-06,24,24,0,100.0,0,2,0,1853.1,2,0.9499
DQ-0002952,BSCM-000099,Rajajinagar,2023-05-10,24,24,0,100.0,0,1,0,1322.1,3,0.9549
DQ-0002953,BSCM-000099,Rajajinagar,2024-07-08,24,24,0,100.0,0,1,1,2312.4,0,0.9515
DQ-0002954,BSCM-000099,Rajajinagar,2024-08-20,24,23,1,95.83,1,2,0,1290.1,2,0.909
DQ-0002955,BSCM-000099,Rajajinagar,2023-11-13,24,24,0,100.0,0,0,0,2461.9,1,0.92
DQ-0002956,BSCM-000099,Rajajinagar,2023-06-02,24,24,0,100.0,0,2,0,1207.4,0,0.9196
DQ-0002957,BSCM-000099,Rajajinagar,2024-09-27,24,23,1,95.83,1,2,0,2418.0,1,0.9745
DQ-0002958,BSCM-000099,Rajajinagar,2023-05-24,24,24,0,100.0,0,1,0,2453.2,5,0.9424
DQ-0002959,BSCM-000099,Rajajinagar,2024-06-21,24,24,0,100.0,0,0,0,1590.7,0,0.8312
DQ-0002960,BSCM-000099,Rajajinagar,2023-08-29,24,24,0,100.0,0,0,0,2221.4,1,0.8443
DQ-0002961,BSCM-000099,Rajajinagar,2024-04-21,24,24,0,100.0,0,2,0,2137.6,1,0.9837
DQ-0002962,BSCM-000099,Rajajinagar,2023-01-07,24,23,1,95.83,0,1,0,448.7,2,0.8977
DQ-0002963,BSCM-000099,Rajajinagar,2024-08-18,24,21,3,87.5,0,2,0,2241.2,3,0.9462
DQ-0002964,BSCM-000099,Rajajinagar,2023-11-12,24,24,0,100.0,0,2,0,510.9,4,0.813
DQ-0002965,BSCM-000099,Rajajinagar,2024-03-25,24,24,0,100.0,0,0,0,957.7,3,0.9577
DQ-0002966,BSCM-000099,Rajajinagar,2024-10-28,24,24,0,100.0,0,1,0,1176.2,3,0.8431
DQ-0002967,BSCM-000099,Rajajinagar,2024-09-23,24,24,0,100.0,0,1,0,799.0,2,0.8058
DQ-0002968,BSCM-000099,Rajajinagar,2024-12-05,24,24,0,100.0,0,2,0,576.6,2,0.8195
DQ-0002969,BSCM-000099,Rajajinagar,2024-02-29,24,23,1,95.83,1,2,0,761.0,3,0.8572
DQ-0002970,BSCM-000099,Rajajinagar,2024-11-20,24,24,0,100.0,0,0,0,2028.5,0,0.9915
DQ-0002971,BSCM-000100,BTM Layout,2023-03-11,24,18,6,75.0,4,2,0,1895.5,2,0.7761
DQ-0002972,BSCM-000100,BTM Layout,2024-10-04,24,24,0,100.0,0,2,0,2221.0,2,0.852
DQ-0002973,BSCM-000100,BTM Layout,2024-02-06,24,24,0,100.0,0,0,0,962.0,4,0.9781
DQ-0002974,BSCM-000100,BTM Layout,2023-01-12,24,24,0,100.0,0,1,0,1603.0,2,0.9362
DQ-0002975,BSCM-000100,BTM Layout,2024-09-22,24,23,1,95.83,1,1,0,1600.3,5,0.835
DQ-0002976,BSCM-000100,BTM Layout,2023-10-05,24,24,0,100.0,0,0,0,745.8,4,0.9016
DQ-0002977,BSCM-000100,BTM Layout,2024-12-24,24,24,0,100.0,0,2,0,2128.5,3,0.8137
DQ-0002978,BSCM-000100,BTM Layout,2023-07-11,24,22,2,91.67,2,2,0,2433.7,5,0.8094
DQ-0002979,BSCM-000100,BTM Layout,2023-09-16,24,24,0,100.0,0,1,0,1250.5,1,0.9486
DQ-0002980,BSCM-000100,BTM Layout,2023-08-22,24,22,2,91.67,2,0,0,2304.1,1,0.9586
DQ-0002981,BSCM-000100,BTM Layout,2024-10-06,24,23,1,95.83,0,0,0,317.0,2,0.8524
DQ-0002982,BSCM-000100,BTM Layout,2023-05-10,24,20,4,83.33,2,0,0,1908.8,0,0.9696
DQ-0002983,BSCM-000100,BTM Layout,2024-07-08,24,24,0,100.0,0,2,0,1829.1,5,0.8736
DQ-0002984,BSCM-000100,BTM Layout,2024-08-20,24,24,0,100.0,0,0,0,2238.3,5,0.8693
DQ-0002985,BSCM-000100,BTM Layout,2023-11-13,24,24,0,100.0,0,0,0,630.9,2,0.9492
DQ-0002986,BSCM-000100,BTM Layout,2023-06-02,24,24,0,100.0,0,0,0,1892.8,3,0.972
DQ-0002987,BSCM-000100,BTM Layout,2024-09-27,24,21,3,87.5,3,0,0,1583.3,2,0.945
DQ-0002988,BSCM-000100,BTM Layout,2023-05-24,24,23,1,95.83,0,1,0,1507.2,3,0.8699
DQ-0002989,BSCM-000100,BTM Layout,2024-06-21,24,18,6,75.0,5,1,0,115.4,3,0.6417
DQ-0002990,BSCM-000100,BTM Layout,2023-08-29,24,24,0,100.0,0,0,0,2299.7,3,0.8883
DQ-0002991,BSCM-000100,BTM Layout,2024-04-21,24,24,0,100.0,0,2,0,265.6,5,0.8701
DQ-0002992,BSCM-000100,BTM Layout,2023-01-07,24,24,0,100.0,0,1,0,968.8,2,0.8575
DQ-0002993,BSCM-000100,BTM Layout,2024-08-18,24,24,0,100.0,0,1,0,2086.1,5,0.8019
DQ-0002994,BSCM-000100,BTM Layout,2023-11-12,24,24,0,100.0,0,1,0,531.5,3,0.9645
DQ-0002995,BSCM-000100,BTM Layout,2024-03-25,24,24,0,100.0,0,0,0,2179.5,5,0.9586
DQ-0002996,BSCM-000100,BTM Layout,2024-10-28,24,22,2,91.67,1,1,0,1704.1,5,0.9407
DQ-0002997,BSCM-000100,BTM Layout,2024-09-23,24,23,1,95.83,0,2,0,2338.0,5,0.8377
DQ-0002998,BSCM-000100,BTM Layout,2024-12-05,24,24,0,100.0,0,0,0,1500.0,0,0.8751
DQ-0002999,BSCM-000100,BTM Layout,2024-02-29,24,21,3,87.5,2,2,0,1510.7,1,0.9766
DQ-0003000,BSCM-000100,BTM Layout,2024-11-20,24,24,0,100.0,0,0,0,1865.5,4,0.9091
DQ-0003001,BSCM-000101,Indiranagar,2023-03-11,24,23,1,95.83,1,0,0,1141.4,1,0.9461
DQ-0003002,BSCM-000101,Indiranagar,2024-10-04,24,23,1,95.83,0,2,0,526.7,4,0.9038
DQ-0003003,BSCM-000101,Indiranagar,2024-02-06,24,24,0,100.0,0,0,0,869.0,5,0.8933
DQ-0003004,BSCM-000101,Indiranagar,2023-01-12,24,24,0,100.0,0,0,0,316.4,2,0.8311
DQ-0003005,BSCM-000101,Indiranagar,2024-09-22,24,24,0,100.0,0,0,0,121.5,2,0.8259
DQ-0003006,BSCM-000101,Indiranagar,2023-10-05,24,24,0,100.0,0,0,0,134.3,4,0.8722
DQ-0003007,BSCM-000101,Indiranagar,2024-12-24,24,24,0,100.0,0,2,0,2203.0,1,0.9018
DQ-0003008,BSCM-000101,Indiranagar,2023-07-11,24,18,6,75.0,3,2,0,417.3,5,0.9909
DQ-0003009,BSCM-000101,Indiranagar,2023-09-16,24,24,0,100.0,0,0,0,2408.4,0,0.9238
DQ-0003010,BSCM-000101,Indiranagar,2023-08-22,24,24,0,100.0,0,1,0,160.9,3,0.8885
DQ-0003011,BSCM-000101,Indiranagar,2024-10-06,24,24,0,100.0,0,1,0,613.3,0,0.9691
DQ-0003012,BSCM-000101,Indiranagar,2023-05-10,24,24,0,100.0,0,1,0,1030.6,3,0.9454
DQ-0003013,BSCM-000101,Indiranagar,2024-07-08,24,18,6,75.0,1,1,1,2394.4,4,0.9477
DQ-0003014,BSCM-000101,Indiranagar,2024-08-20,24,24,0,100.0,0,1,0,530.6,1,0.9793
DQ-0003015,BSCM-000101,Indiranagar,2023-11-13,24,20,4,83.33,3,1,0,1422.9,2,0.9667
DQ-0003016,BSCM-000101,Indiranagar,2023-06-02,24,20,4,83.33,2,2,0,1490.6,3,0.8452
DQ-0003017,BSCM-000101,Indiranagar,2024-09-27,24,21,3,87.5,0,2,0,1686.9,3,0.9195
DQ-0003018,BSCM-000101,Indiranagar,2023-05-24,24,24,0,100.0,0,0,0,841.9,3,0.9108
DQ-0003019,BSCM-000101,Indiranagar,2024-06-21,24,24,0,100.0,0,2,0,789.3,2,0.9478
DQ-0003020,BSCM-000101,Indiranagar,2023-08-29,24,24,0,100.0,0,1,0,289.2,4,0.8076
DQ-0003021,BSCM-000101,Indiranagar,2024-04-21,24,21,3,87.5,3,0,0,1168.4,5,0.8066
DQ-0003022,BSCM-000101,Indiranagar,2023-01-07,24,24,0,100.0,0,0,0,1744.6,1,0.8239
DQ-0003023,BSCM-000101,Indiranagar,2024-08-18,24,24,0,100.0,0,1,1,1430.5,1,0.9057
DQ-0003024,BSCM-000101,Indiranagar,2023-11-12,24,22,2,91.67,2,1,0,112.4,4,0.9019
DQ-0003025,BSCM-000101,Indiranagar,2024-03-25,24,20,4,83.33,2,2,0,2432.5,5,0.8438
DQ-0003026,BSCM-000101,Indiranagar,2024-10-28,24,24,0,100.0,0,0,0,1549.8,3,0.9499
DQ-0003027,BSCM-000101,Indiranagar,2024-09-23,24,24,0,100.0,0,2,0,357.7,3,0.9908
DQ-0003028,BSCM-000101,Indiranagar,2024-12-05,24,24,0,100.0,0,1,0,423.6,2,0.806
DQ-0003029,BSCM-000101,Indiranagar,2024-02-29,24,24,0,100.0,0,1,0,1502.8,3,0.9898
DQ-0003030,BSCM-000101,Indiranagar,2024-11-20,24,22,2,91.67,1,2,0,2159.9,1,0.86
DQ-0003031,BSCM-000102,Whitefield,2023-03-11,24,24,0,100.0,0,1,0,1450.5,3,0.8146
DQ-0003032,BSCM-000102,Whitefield,2024-10-04,24,24,0,100.0,0,0,0,2262.2,2,0.8432
DQ-0003033,BSCM-000102,Whitefield,2024-02-06,24,24,0,100.0,0,0,0,78.0,1,0.905
DQ-0003034,BSCM-000102,Whitefield,2023-01-12,24,22,2,91.67,2,2,0,689.1,2,0.8493
DQ-0003035,BSCM-000102,Whitefield,2024-09-22,24,20,4,83.33,2,0,0,2410.5,4,0.9941
DQ-0003036,BSCM-000102,Whitefield,2023-10-05,24,23,1,95.83,0,1,0,1940.0,0,0.9017
DQ-0003037,BSCM-000102,Whitefield,2024-12-24,24,24,0,100.0,0,0,0,557.1,3,0.8277
DQ-0003038,BSCM-000102,Whitefield,2023-07-11,24,24,0,100.0,0,2,0,2321.2,4,0.9395
DQ-0003039,BSCM-000102,Whitefield,2023-09-16,24,24,0,100.0,0,1,0,87.1,3,0.9519
DQ-0003040,BSCM-000102,Whitefield,2023-08-22,24,24,0,100.0,0,2,0,1435.7,1,0.977
DQ-0003041,BSCM-000102,Whitefield,2024-10-06,24,24,0,100.0,0,1,0,1049.5,2,0.8598
DQ-0003042,BSCM-000102,Whitefield,2023-05-10,24,22,2,91.67,0,2,0,2042.7,1,0.8644
DQ-0003043,BSCM-000102,Whitefield,2024-07-08,24,20,4,83.33,2,0,0,1203.2,3,0.812
DQ-0003044,BSCM-000102,Whitefield,2024-08-20,24,24,0,100.0,0,0,0,1954.4,5,0.8118
DQ-0003045,BSCM-000102,Whitefield,2023-11-13,24,24,0,100.0,0,2,0,1129.8,0,0.8983
DQ-0003046,BSCM-000102,Whitefield,2023-06-02,24,24,0,100.0,0,1,0,1331.1,4,0.935
DQ-0003047,BSCM-000102,Whitefield,2024-09-27,24,23,1,95.83,0,0,0,51.4,3,0.8678
DQ-0003048,BSCM-000102,Whitefield,2023-05-24,24,24,0,100.0,0,1,0,1216.0,0,0.9802
DQ-0003049,BSCM-000102,Whitefield,2024-06-21,24,24,0,100.0,0,1,0,1467.5,2,0.9845
DQ-0003050,BSCM-000102,Whitefield,2023-08-29,24,24,0,100.0,0,1,0,2213.9,2,0.8471
DQ-0003051,BSCM-000102,Whitefield,2024-04-21,24,23,1,95.83,1,1,0,466.7,4,0.965
DQ-0003052,BSCM-000102,Whitefield,2023-01-07,24,22,2,91.67,1,2,0,1398.2,5,0.8593
DQ-0003053,BSCM-000102,Whitefield,2024-08-18,24,24,0,100.0,0,0,0,1840.1,3,0.9894
DQ-0003054,BSCM-000102,Whitefield,2023-11-12,24,24,0,100.0,0,1,0,328.7,2,0.897
DQ-0003055,BSCM-000102,Whitefield,2024-03-25,24,24,0,100.0,0,0,0,1876.6,1,0.9494
DQ-0003056,BSCM-000102,Whitefield,2024-10-28,24,20,4,83.33,0,2,0,1652.4,5,0.9992
DQ-0003057,BSCM-000102,Whitefield,2024-09-23,24,24,0,100.0,0,2,0,2469.0,1,0.9175
DQ-0003058,BSCM-000102,Whitefield,2024-12-05,24,24,0,100.0,0,2,1,66.3,2,0.8511
DQ-0003059,BSCM-000102,Whitefield,2024-02-29,24,24,0,100.0,0,0,0,106.4,1,0.9118
DQ-0003060,BSCM-000102,Whitefield,2024-11-20,24,24,0,100.0,0,1,0,619.0,1,0.8829
DQ-0003061,BSCM-000103,BTM Layout,2023-03-11,24,24,0,100.0,0,0,0,2331.2,4,0.9357
DQ-0003062,BSCM-000103,BTM Layout,2024-10-04,24,24,0,100.0,0,0,0,663.4,4,0.9856
DQ-0003063,BSCM-000103,BTM Layout,2024-02-06,24,24,0,100.0,0,2,0,834.3,3,0.9221
DQ-0003064,BSCM-000103,BTM Layout,2023-01-12,24,24,0,100.0,0,1,0,683.1,2,0.8127
DQ-0003065,BSCM-000103,BTM Layout,2024-09-22,24,24,0,100.0,0,1,0,1573.8,4,0.9198
DQ-0003066,BSCM-000103,BTM Layout,2023-10-05,24,22,2,91.67,0,2,0,1379.2,5,0.9315
DQ-0003067,BSCM-000103,BTM Layout,2024-12-24,24,23,1,95.83,0,0,0,2494.5,0,0.8104
DQ-0003068,BSCM-000103,BTM Layout,2023-07-11,24,24,0,100.0,0,2,0,1989.7,0,0.9322
DQ-0003069,BSCM-000103,BTM Layout,2023-09-16,24,24,0,100.0,0,0,0,1761.7,5,0.8738
DQ-0003070,BSCM-000103,BTM Layout,2023-08-22,24,24,0,100.0,0,0,0,1250.9,5,0.876
DQ-0003071,BSCM-000103,BTM Layout,2024-10-06,24,22,2,91.67,1,0,0,2497.5,1,0.9996
DQ-0003072,BSCM-000103,BTM Layout,2023-05-10,24,22,2,91.67,1,2,0,1019.2,5,0.9069
DQ-0003073,BSCM-000103,BTM Layout,2024-07-08,24,24,0,100.0,0,0,0,1445.0,0,0.8719
DQ-0003074,BSCM-000103,BTM Layout,2024-08-20,24,22,2,91.67,2,2,0,88.3,0,0.8855
DQ-0003075,BSCM-000103,BTM Layout,2023-11-13,24,24,0,100.0,0,1,0,1071.2,4,0.8427
DQ-0003076,BSCM-000103,BTM Layout,2023-06-02,24,22,2,91.67,0,2,0,1642.7,4,0.9877
DQ-0003077,BSCM-000103,BTM Layout,2024-09-27,24,24,0,100.0,0,1,0,1686.7,4,0.812
DQ-0003078,BSCM-000103,BTM Layout,2023-05-24,24,24,0,100.0,0,0,0,1010.1,5,0.9908
DQ-0003079,BSCM-000103,BTM Layout,2024-06-21,24,24,0,100.0,0,0,0,590.5,4,0.8601
DQ-0003080,BSCM-000103,BTM Layout,2023-08-29,24,18,6,75.0,4,0,0,2327.0,1,0.7749
DQ-0003081,BSCM-000103,BTM Layout,2024-04-21,24,24,0,100.0,0,0,0,402.5,5,0.8139
DQ-0003082,BSCM-000103,BTM Layout,2023-01-07,24,20,4,83.33,3,2,0,1082.5,2,0.9977
DQ-0003083,BSCM-000103,BTM Layout,2024-08-18,24,24,0,100.0,0,0,0,416.7,2,0.9074
DQ-0003084,BSCM-000103,BTM Layout,2023-11-12,24,22,2,91.67,2,1,0,2096.8,3,0.8677
DQ-0003085,BSCM-000103,BTM Layout,2024-03-25,24,24,0,100.0,0,1,0,1961.5,4,0.8439
DQ-0003086,BSCM-000103,BTM Layout,2024-10-28,24,24,0,100.0,0,2,0,1140.9,5,0.8071
DQ-0003087,BSCM-000103,BTM Layout,2024-09-23,24,24,0,100.0,0,2,0,2009.4,0,0.8464
DQ-0003088,BSCM-000103,BTM Layout,2024-12-05,24,24,0,100.0,0,0,0,2067.0,1,0.8563
DQ-0003089,BSCM-000103,BTM Layout,2024-02-29,24,24,0,100.0,0,0,0,1902.6,4,0.8558
DQ-0003090,BSCM-000103,BTM Layout,2024-11-20,24,24,0,100.0,0,1,0,1003.2,2,0.9551
DQ-0003091,BSCM-000104,Whitefield,2023-03-11,24,24,0,100.0,0,1,0,1214.7,4,0.8963
DQ-0003092,BSCM-000104,Whitefield,2024-10-04,24,23,1,95.83,1,0,0,1143.1,1,0.82
DQ-0003093,BSCM-000104,Whitefield,2024-02-06,24,23,1,95.83,1,0,0,776.9,5,0.9199
DQ-0003094,BSCM-000104,Whitefield,2023-01-12,24,20,4,83.33,1,2,0,649.3,2,0.849
DQ-0003095,BSCM-000104,Whitefield,2024-09-22,24,12,12,50.0,0,1,0,313.8,5,0.775
DQ-0003096,BSCM-000104,Whitefield,2023-10-05,24,20,4,83.33,4,0,0,526.4,0,0.8548
DQ-0003097,BSCM-000104,Whitefield,2024-12-24,24,24,0,100.0,0,0,0,2426.4,0,0.8887
DQ-0003098,BSCM-000104,Whitefield,2023-07-11,24,24,0,100.0,0,2,0,1217.3,0,0.9387
DQ-0003099,BSCM-000104,Whitefield,2023-09-16,24,23,1,95.83,0,1,0,1925.2,2,0.9784
DQ-0003100,BSCM-000104,Whitefield,2023-08-22,24,24,0,100.0,0,1,0,726.0,0,0.8909
DQ-0003101,BSCM-000104,Whitefield,2024-10-06,24,24,0,100.0,0,1,0,2391.2,0,0.9
DQ-0003102,BSCM-000104,Whitefield,2023-05-10,24,22,2,91.67,0,2,0,2053.8,0,0.8523
DQ-0003103,BSCM-000104,Whitefield,2024-07-08,24,24,0,100.0,0,2,0,216.9,5,0.9768
DQ-0003104,BSCM-000104,Whitefield,2024-08-20,24,24,0,100.0,0,1,0,895.2,4,0.9509
DQ-0003105,BSCM-000104,Whitefield,2023-11-13,24,21,3,87.5,2,1,0,2225.0,5,0.8633
DQ-0003106,BSCM-000104,Whitefield,2023-06-02,24,24,0,100.0,0,0,1,2289.3,3,0.8384
DQ-0003107,BSCM-000104,Whitefield,2024-09-27,24,24,0,100.0,0,2,0,2072.5,1,0.809
DQ-0003108,BSCM-000104,Whitefield,2023-05-24,24,24,0,100.0,0,2,0,767.2,1,0.9188
DQ-0003109,BSCM-000104,Whitefield,2024-06-21,24,24,0,100.0,0,0,0,195.8,4,0.8867
DQ-0003110,BSCM-000104,Whitefield,2023-08-29,24,20,4,83.33,4,0,0,1738.5,2,0.9005
DQ-0003111,BSCM-000104,Whitefield,2024-04-21,24,24,0,100.0,0,0,0,2008.9,2,0.9612
DQ-0003112,BSCM-000104,Whitefield,2023-01-07,24,24,0,100.0,0,0,0,535.4,5,0.9301
DQ-0003113,BSCM-000104,Whitefield,2024-08-18,24,22,2,91.67,2,1,0,378.8,2,0.8662
DQ-0003114,BSCM-000104,Whitefield,2023-11-12,24,24,0,100.0,0,2,0,2363.7,0,0.9487
DQ-0003115,BSCM-000104,Whitefield,2024-03-25,24,24,0,100.0,0,0,0,643.1,0,0.9039
DQ-0003116,BSCM-000104,Whitefield,2024-10-28,24,24,0,100.0,0,0,0,946.0,1,0.8461
DQ-0003117,BSCM-000104,Whitefield,2024-09-23,24,23,1,95.83,0,0,0,860.8,2,0.8212
