forecast_id,zone,forecast_date,model_name,forecast_mw,actual_mw,p10_mw,p90_mw,mape_pct,peak_hour,peak_forecast_mw,horizon_hours,run_timestamp,p50_mw,p5_mw,p95_mw,confidence_level,model_version,training_data_size,last_retrained_date
FC-002275,Hebbal,2023-08-16,Ensemble-v4,47.49,44.57,41.79,53.19,6.551,21,64.11,24,2023-08-15 19:00:00,47.49,39.22,55.76,0.934,4.1.0,42574,2023-06-22
FC-002276,Electronic City,2023-08-16,Ensemble-v4,49.01,49.22,43.13,54.89,0.427,9,66.16,24,2023-08-15 22:00:00,49.01,40.48,57.54,0.996,4.1.0,43473,2023-06-21
FC-002277,Marathahalli,2023-08-16,XGBoost-v3,44.1,45.5,38.81,49.39,3.077,10,59.54,24,2023-08-15 20:00:00,44.1,36.43,51.77,0.969,3.2.1,43224,2023-06-20
FC-002278,Indiranagar,2023-08-16,LSTM-v2,50.49,48.55,44.43,56.55,3.996,9,68.16,24,2023-08-15 19:00:00,50.49,41.7,59.28,0.96,2.1.0,43120,2023-06-19
FC-002279,Yelahanka,2023-08-16,XGBoost-v3,45.9,43.97,40.39,51.41,4.389,19,61.97,24,2023-08-15 18:00:00,45.9,37.91,53.89,0.956,3.2.1,42910,2023-06-18
FC-002280,BTM Layout,2023-08-16,LSTM-v2,46.38,47.9,40.81,51.95,3.173,9,62.61,24,2023-08-15 23:00:00,46.38,38.3,54.46,0.968,2.1.0,42897,2023-06-17
FC-002281,Whitefield,2023-08-17,LSTM-v2,50.19,48.31,44.17,56.21,3.892,21,67.76,24,2023-08-16 19:00:00,50.19,41.46,58.92,0.961,2.1.0,43029,2023-06-17
FC-002282,Koramangala,2023-08-17,Ensemble-v4,48.96,47.24,43.08,54.84,3.641,20,66.1,24,2023-08-16 22:00:00,48.96,40.43,57.49,0.964,4.1.0,43118,2023-06-16
FC-002283,Jayanagar,2023-08-17,XGBoost-v3,45.2,44.64,39.78,50.62,1.254,18,61.02,24,2023-08-16 19:00:00,45.2,37.34,53.06,0.987,3.2.1,42910,2023-06-15
FC-002284,Rajajinagar,2023-08-17,Prophet-v1,45.2,45.38,39.78,50.62,0.397,19,61.02,24,2023-08-16 20:00:00,45.2,37.34,53.06,0.996,1.4.3,43114,2023-06-14
FC-002285,Hebbal,2023-08-17,XGBoost-v3,52.07,50.22,45.82,58.32,3.684,10,70.29,24,2023-08-16 19:00:00,52.07,43.01,61.13,0.963,3.2.1,42574,2023-06-13
FC-002286,Electronic City,2023-08-17,LSTM-v2,42.49,45.58,37.39,47.59,6.779,20,57.36,24,2023-08-16 18:00:00,42.49,35.1,49.89,0.932,2.1.0,43473,2023-06-12
FC-002287,Marathahalli,2023-08-17,Ensemble-v4,49.34,48.46,43.42,55.26,1.816,10,66.61,24,2023-08-16 22:00:00,49.34,40.76,57.92,0.982,4.1.0,43224,2023-06-11
FC-002288,Indiranagar,2023-08-17,Ensemble-v4,51.71,50.52,45.5,57.92,2.356,9,69.81,24,2023-08-16 22:00:00,51.71,42.71,60.71,0.976,4.1.0,43120,2023-06-10
FC-002289,Yelahanka,2023-08-17,XGBoost-v3,52.19,51.53,45.93,58.45,1.281,9,70.46,24,2023-08-16 21:00:00,52.19,43.11,61.27,0.987,3.2.1,42910,2023-06-09
FC-002290,BTM Layout,2023-08-17,LSTM-v2,45.88,48.4,40.37,51.39,5.207,18,61.94,24,2023-08-16 23:00:00,45.88,37.89,53.87,0.948,2.1.0,42897,2023-06-08
FC-002291,Whitefield,2023-08-18,XGBoost-v3,50.06,49.21,44.05,56.07,1.727,9,67.58,24,2023-08-17 18:00:00,50.06,41.35,58.77,0.983,3.2.1,43029,2023-06-08
FC-002292,Koramangala,2023-08-18,XGBoost-v3,45.71,47.86,40.22,51.2,4.492,19,61.71,24,2023-08-17 22:00:00,45.71,37.75,53.67,0.955,3.2.1,43118,2023-06-07
FC-002293,Jayanagar,2023-08-18,Ensemble-v4,41.51,43.75,36.53,46.49,5.12,21,56.04,24,2023-08-17 22:00:00,41.51,34.29,48.73,0.949,4.1.0,42910,2023-06-06
FC-002294,Rajajinagar,2023-08-18,XGBoost-v3,48.71,48.21,42.86,54.56,1.037,19,65.76,24,2023-08-17 20:00:00,48.71,40.23,57.19,0.99,3.2.1,43114,2023-06-05
FC-002295,Hebbal,2023-08-18,XGBoost-v3,45.25,47.2,39.82,50.68,4.131,9,61.09,24,2023-08-17 23:00:00,45.25,37.38,53.12,0.959,3.2.1,42574,2023-06-04
FC-002296,Electronic City,2023-08-18,LSTM-v2,48.69,50.64,42.85,54.53,3.851,19,65.73,24,2023-08-17 22:00:00,48.69,40.22,57.16,0.961,2.1.0,43473,2023-07-18
FC-002297,Marathahalli,2023-08-18,Prophet-v1,45.03,43.44,39.63,50.43,3.66,21,60.79,24,2023-08-17 22:00:00,45.03,37.2,52.86,0.963,1.4.3,43224,2023-07-17
FC-002298,Indiranagar,2023-08-18,Ensemble-v4,48.19,51.63,42.41,53.97,6.663,9,65.06,24,2023-08-17 22:00:00,48.19,39.81,56.57,0.933,4.1.0,43120,2023-07-16
FC-002299,Yelahanka,2023-08-18,Prophet-v1,55.82,52.45,49.12,62.52,6.425,20,75.36,24,2023-08-17 18:00:00,55.82,46.1,65.54,0.936,1.4.3,42910,2023-07-15
FC-002300,BTM Layout,2023-08-18,Prophet-v1,45.56,46.29,40.09,51.03,1.577,9,61.51,24,2023-08-17 22:00:00,45.56,37.63,53.49,0.984,1.4.3,42897,2023-07-14
FC-002301,Whitefield,2023-08-19,LSTM-v2,48.24,46.61,42.45,54.03,3.497,20,65.12,24,2023-08-18 23:00:00,48.24,39.84,56.64,0.965,2.1.0,43029,2023-07-14
FC-002302,Koramangala,2023-08-19,XGBoost-v3,47.18,46.53,41.52,52.84,1.397,19,63.69,24,2023-08-18 23:00:00,47.18,38.97,55.39,0.986,3.2.1,43118,2023-07-13
FC-002303,Jayanagar,2023-08-19,Ensemble-v4,52.03,50.52,45.79,58.27,2.989,18,70.24,24,2023-08-18 20:00:00,52.03,42.98,61.08,0.97,4.1.0,42910,2023-07-12
FC-002304,Rajajinagar,2023-08-19,XGBoost-v3,48.74,47.25,42.89,54.59,3.153,9,65.8,24,2023-08-18 19:00:00,48.74,40.26,57.22,0.968,3.2.1,43114,2023-07-11
FC-002305,Hebbal,2023-08-19,Ensemble-v4,46.83,45.63,41.21,52.45,2.63,9,63.22,24,2023-08-18 19:00:00,46.83,38.68,54.98,0.974,4.1.0,42574,2023-07-10
FC-002306,Electronic City,2023-08-19,Ensemble-v4,47.65,46.34,41.93,53.37,2.827,21,64.33,24,2023-08-18 23:00:00,47.65,39.36,55.94,0.972,4.1.0,43473,2023-07-09
FC-002307,Marathahalli,2023-08-19,XGBoost-v3,45.05,45.8,39.64,50.46,1.638,20,60.82,24,2023-08-18 18:00:00,45.05,37.21,52.89,0.984,3.2.1,43224,2023-07-08
FC-002308,Indiranagar,2023-08-19,Ensemble-v4,52.61,51.48,46.3,58.92,2.195,20,71.02,24,2023-08-18 20:00:00,52.61,43.46,61.76,0.978,4.1.0,43120,2023-07-07
FC-002309,Yelahanka,2023-08-19,XGBoost-v3,45.4,44.51,39.95,50.85,2.0,18,61.29,24,2023-08-18 22:00:00,45.4,37.5,53.3,0.98,3.2.1,42910,2023-07-06
FC-002310,BTM Layout,2023-08-19,Ensemble-v4,49.24,48.16,43.33,55.15,2.243,10,66.47,24,2023-08-18 18:00:00,49.24,40.67,57.81,0.978,4.1.0,42897,2023-07-05
FC-002311,Whitefield,2023-08-20,Prophet-v1,49.37,46.59,43.45,55.29,5.967,10,66.65,24,2023-08-19 21:00:00,49.37,40.79,57.95,0.94,1.4.3,43029,2023-07-05
FC-002312,Koramangala,2023-08-20,Prophet-v1,43.49,46.51,38.27,48.71,6.493,10,58.71,24,2023-08-19 23:00:00,43.49,35.92,51.06,0.935,1.4.3,43118,2023-07-04
FC-002313,Jayanagar,2023-08-20,Prophet-v1,45.85,46.51,40.35,51.35,1.419,9,61.9,24,2023-08-19 20:00:00,45.85,37.88,53.82,0.986,1.4.3,42910,2023-07-03
FC-002314,Rajajinagar,2023-08-20,Ensemble-v4,48.16,46.19,42.38,53.94,4.265,9,65.02,24,2023-08-19 22:00:00,48.16,39.78,56.54,0.957,4.1.0,43114,2023-07-02
FC-002315,Hebbal,2023-08-20,Ensemble-v4,46.55,45.39,40.96,52.14,2.556,21,62.84,24,2023-08-19 19:00:00,46.55,38.44,54.66,0.974,4.1.0,42574,2023-07-01
FC-002316,Electronic City,2023-08-20,XGBoost-v3,53.74,50.37,47.29,60.19,6.69,20,72.55,24,2023-08-19 21:00:00,53.74,44.39,63.09,0.933,3.2.1,43473,2023-06-30
FC-002317,Marathahalli,2023-08-20,LSTM-v2,54.38,50.88,47.85,60.91,6.879,20,73.41,24,2023-08-19 20:00:00,54.38,44.91,63.85,0.931,2.1.0,43224,2023-06-29
FC-002318,Indiranagar,2023-08-20,XGBoost-v3,51.61,50.2,45.42,57.8,2.809,10,69.67,24,2023-08-19 20:00:00,51.61,42.63,60.59,0.972,3.2.1,43120,2023-06-28
FC-002319,Yelahanka,2023-08-20,LSTM-v2,52.01,50.56,45.77,58.25,2.868,20,70.21,24,2023-08-19 20:00:00,52.01,42.96,61.06,0.971,2.1.0,42910,2023-06-27
FC-002320,BTM Layout,2023-08-20,LSTM-v2,53.51,50.02,47.09,59.93,6.977,9,72.24,24,2023-08-19 21:00:00,53.51,44.2,62.82,0.93,2.1.0,42897,2023-06-26
FC-002321,Whitefield,2023-08-21,LSTM-v2,51.03,49.18,44.91,57.15,3.762,9,68.89,24,2023-08-20 20:00:00,51.03,42.16,59.9,0.962,2.1.0,43029,2023-06-26
FC-002322,Koramangala,2023-08-21,XGBoost-v3,50.3,49.41,44.26,56.34,1.801,21,67.91,24,2023-08-20 20:00:00,50.3,41.54,59.06,0.982,3.2.1,43118,2023-06-25
FC-002323,Jayanagar,2023-08-21,Ensemble-v4,53.15,52.4,46.77,59.53,1.431,19,71.75,24,2023-08-20 21:00:00,53.15,43.9,62.4,0.986,4.1.0,42910,2023-06-24
FC-002324,Rajajinagar,2023-08-21,LSTM-v2,45.69,48.5,40.21,51.17,5.794,10,61.68,24,2023-08-20 20:00:00,45.69,37.74,53.64,0.942,2.1.0,43114,2023-06-23
FC-002325,Hebbal,2023-08-21,Prophet-v1,42.95,45.28,37.8,48.1,5.146,9,57.98,24,2023-08-20 22:00:00,42.95,35.48,50.42,0.949,1.4.3,42574,2023-06-22
FC-002326,Electronic City,2023-08-21,Ensemble-v4,48.65,48.91,42.81,54.49,0.532,10,65.68,24,2023-08-20 23:00:00,48.65,40.18,57.12,0.995,4.1.0,43473,2023-06-21
FC-002327,Marathahalli,2023-08-21,Ensemble-v4,45.22,48.32,39.79,50.65,6.416,10,61.05,24,2023-08-20 20:00:00,45.22,37.35,53.09,0.936,4.1.0,43224,2023-06-20
FC-002328,Indiranagar,2023-08-21,Ensemble-v4,52.56,52.27,46.25,58.87,0.555,9,70.96,24,2023-08-20 18:00:00,52.56,43.41,61.71,0.994,4.1.0,43120,2023-06-19
FC-002329,Yelahanka,2023-08-21,Ensemble-v4,44.22,45.04,38.91,49.53,1.821,18,59.7,24,2023-08-20 22:00:00,44.22,36.52,51.92,0.982,4.1.0,42910,2023-06-18
FC-002330,BTM Layout,2023-08-21,XGBoost-v3,48.34,47.58,42.54,54.14,1.597,18,65.26,24,2023-08-20 21:00:00,48.34,39.93,56.75,0.984,3.2.1,42897,2023-06-17
FC-002331,Whitefield,2023-08-22,XGBoost-v3,50.38,51.47,44.33,56.43,2.118,18,68.01,24,2023-08-21 19:00:00,50.38,41.61,59.15,0.979,3.2.1,43029,2023-06-17
FC-002332,Koramangala,2023-08-22,XGBoost-v3,48.85,46.04,42.99,54.71,6.103,18,65.95,24,2023-08-21 21:00:00,48.85,40.35,57.35,0.939,3.2.1,43118,2023-06-16
FC-002333,Jayanagar,2023-08-22,Ensemble-v4,44.45,45.92,39.12,49.78,3.201,21,60.01,24,2023-08-21 23:00:00,44.45,36.72,52.18,0.968,4.1.0,42910,2023-06-15
FC-002334,Rajajinagar,2023-08-22,XGBoost-v3,49.91,49.6,43.92,55.9,0.625,21,67.38,24,2023-08-21 21:00:00,49.91,41.22,58.6,0.994,3.2.1,43114,2023-06-14
FC-002335,Hebbal,2023-08-22,LSTM-v2,48.4,47.76,42.59,54.21,1.34,18,65.34,24,2023-08-21 18:00:00,48.4,39.98,56.82,0.987,2.1.0,42574,2023-06-13
FC-002336,Electronic City,2023-08-22,LSTM-v2,50.76,51.64,44.67,56.85,1.704,18,68.53,24,2023-08-21 18:00:00,50.76,41.93,59.59,0.983,2.1.0,43473,2023-06-12
FC-002337,Marathahalli,2023-08-22,Ensemble-v4,40.18,41.91,35.36,45.0,4.128,19,54.24,24,2023-08-21 19:00:00,40.18,33.19,47.17,0.959,4.1.0,43224,2023-06-11
FC-002338,Indiranagar,2023-08-22,Ensemble-v4,45.69,43.25,40.21,51.17,5.642,18,61.68,24,2023-08-21 20:00:00,45.69,37.74,53.64,0.944,4.1.0,43120,2023-06-10
FC-002339,Yelahanka,2023-08-22,XGBoost-v3,48.88,50.44,43.01,54.75,3.093,21,65.99,24,2023-08-21 22:00:00,48.88,40.37,57.39,0.969,3.2.1,42910,2023-06-09
FC-002340,BTM Layout,2023-08-22,Prophet-v1,47.26,46.51,41.59,52.93,1.613,21,63.8,24,2023-08-21 23:00:00,47.26,39.04,55.48,0.984,1.4.3,42897,2023-06-08
FC-002341,Whitefield,2023-08-23,LSTM-v2,47.4,45.71,41.71,53.09,3.697,9,63.99,24,2023-08-22 22:00:00,47.4,39.15,55.65,0.963,2.1.0,43029,2023-07-23
FC-002342,Koramangala,2023-08-23,LSTM-v2,48.97,50.06,43.09,54.85,2.177,18,66.11,24,2023-08-22 23:00:00,48.97,40.44,57.5,0.978,2.1.0,43118,2023-07-22
FC-002343,Jayanagar,2023-08-23,XGBoost-v3,53.94,52.88,47.47,60.41,2.005,21,72.82,24,2023-08-22 18:00:00,53.94,44.56,63.32,0.98,3.2.1,42910,2023-07-21
FC-002344,Rajajinagar,2023-08-23,LSTM-v2,55.83,53.42,49.13,62.53,4.511,9,75.37,24,2023-08-22 23:00:00,55.83,46.12,65.54,0.955,2.1.0,43114,2023-07-20
FC-002345,Hebbal,2023-08-23,Prophet-v1,47.03,50.35,41.39,52.67,6.594,21,63.49,24,2023-08-22 23:00:00,47.03,38.85,55.21,0.934,1.4.3,42574,2023-07-19
FC-002346,Electronic City,2023-08-23,Prophet-v1,48.35,50.54,42.55,54.15,4.333,21,65.27,24,2023-08-22 19:00:00,48.35,39.94,56.76,0.957,1.4.3,43473,2023-07-18
FC-002347,Marathahalli,2023-08-23,XGBoost-v3,45.51,43.23,40.05,50.97,5.274,21,61.44,24,2023-08-22 20:00:00,45.51,37.59,53.43,0.947,3.2.1,43224,2023-07-17
FC-002348,Indiranagar,2023-08-23,Ensemble-v4,46.48,47.1,40.9,52.06,1.316,10,62.75,24,2023-08-22 22:00:00,46.48,38.39,54.57,0.987,4.1.0,43120,2023-07-16
FC-002349,Yelahanka,2023-08-23,Ensemble-v4,54.8,51.84,48.22,61.38,5.71,9,73.98,24,2023-08-22 21:00:00,54.8,45.26,64.34,0.943,4.1.0,42910,2023-07-15
FC-002350,BTM Layout,2023-08-23,XGBoost-v3,42.77,42.72,37.64,47.9,0.117,18,57.74,24,2023-08-22 22:00:00,42.77,35.33,50.21,0.999,3.2.1,42897,2023-07-14
FC-002351,Whitefield,2023-08-24,LSTM-v2,46.6,48.02,41.01,52.19,2.957,21,62.91,24,2023-08-23 21:00:00,46.6,38.49,54.71,0.97,2.1.0,43029,2023-07-14
FC-002352,Koramangala,2023-08-24,Ensemble-v4,49.63,48.11,43.67,55.59,3.159,21,67.0,24,2023-08-23 19:00:00,49.63,40.99,58.27,0.968,4.1.0,43118,2023-07-13
FC-002353,Jayanagar,2023-08-24,LSTM-v2,52.43,50.94,46.14,58.72,2.925,10,70.78,24,2023-08-23 18:00:00,52.43,43.31,61.55,0.971,2.1.0,42910,2023-07-12
FC-002354,Rajajinagar,2023-08-24,LSTM-v2,53.85,50.86,47.39,60.31,5.879,19,72.7,24,2023-08-23 20:00:00,53.85,44.48,63.22,0.941,2.1.0,43114,2023-07-11
FC-002355,Hebbal,2023-08-24,Prophet-v1,43.1,42.6,37.93,48.27,1.174,19,58.19,24,2023-08-23 21:00:00,43.1,35.6,50.6,0.988,1.4.3,42574,2023-07-10
FC-002356,Electronic City,2023-08-24,XGBoost-v3,40.8,43.68,35.9,45.7,6.593,21,55.08,24,2023-08-23 20:00:00,40.8,33.7,47.91,0.934,3.2.1,43473,2023-07-09
FC-002357,Marathahalli,2023-08-24,Prophet-v1,44.42,44.89,39.09,49.75,1.047,9,59.97,24,2023-08-23 23:00:00,44.42,36.69,52.15,0.99,1.4.3,43224,2023-07-08
FC-002358,Indiranagar,2023-08-24,XGBoost-v3,45.09,48.39,39.68,50.5,6.82,9,60.87,24,2023-08-23 18:00:00,45.09,37.25,52.93,0.932,3.2.1,43120,2023-07-07
FC-002359,Yelahanka,2023-08-24,LSTM-v2,50.62,49.98,44.55,56.69,1.281,18,68.34,24,2023-08-23 19:00:00,50.62,41.82,59.42,0.987,2.1.0,42910,2023-07-06
FC-002360,BTM Layout,2023-08-24,XGBoost-v3,37.88,40.34,33.33,42.43,6.098,20,51.14,24,2023-08-23 19:00:00,37.88,31.28,44.48,0.939,3.2.1,42897,2023-07-05
FC-002361,Whitefield,2023-08-25,Prophet-v1,52.07,50.44,45.82,58.32,3.232,18,70.29,24,2023-08-24 20:00:00,52.07,43.01,61.13,0.968,1.4.3,43029,2023-07-05
FC-002362,Koramangala,2023-08-25,XGBoost-v3,50.73,48.41,44.64,56.82,4.792,19,68.49,24,2023-08-24 22:00:00,50.73,41.9,59.56,0.952,3.2.1,43118,2023-07-04
FC-002363,Jayanagar,2023-08-25,XGBoost-v3,47.9,46.29,42.15,53.65,3.478,10,64.67,24,2023-08-24 22:00:00,47.9,39.56,56.24,0.965,3.2.1,42910,2023-07-03
FC-002364,Rajajinagar,2023-08-25,XGBoost-v3,48.53,47.46,42.71,54.35,2.255,18,65.52,24,2023-08-24 20:00:00,48.53,40.09,56.97,0.977,3.2.1,43114,2023-07-02
FC-002365,Hebbal,2023-08-25,XGBoost-v3,41.98,42.84,36.94,47.02,2.007,18,56.67,24,2023-08-24 23:00:00,41.98,34.67,49.29,0.98,3.2.1,42574,2023-07-01
FC-002366,Electronic City,2023-08-25,LSTM-v2,51.42,50.81,45.25,57.59,1.201,21,69.42,24,2023-08-24 20:00:00,51.42,42.47,60.37,0.988,2.1.0,43473,2023-06-30
FC-002367,Marathahalli,2023-08-25,XGBoost-v3,45.49,43.73,40.03,50.95,4.025,9,61.41,24,2023-08-24 18:00:00,45.49,37.57,53.41,0.96,3.2.1,43224,2023-06-29
FC-002368,Indiranagar,2023-08-25,XGBoost-v3,54.59,55.9,48.04,61.14,2.343,18,73.7,24,2023-08-24 23:00:00,54.59,45.09,64.09,0.977,3.2.1,43120,2023-06-28
FC-002369,Yelahanka,2023-08-25,LSTM-v2,49.16,48.44,43.26,55.06,1.486,19,66.37,24,2023-08-24 22:00:00,49.16,40.6,57.72,0.985,2.1.0,42910,2023-06-27
FC-002370,BTM Layout,2023-08-25,XGBoost-v3,45.08,46.49,39.67,50.49,3.033,20,60.86,24,2023-08-24 22:00:00,45.08,37.24,52.92,0.97,3.2.1,42897,2023-06-26
FC-002371,Whitefield,2023-08-26,LSTM-v2,50.41,50.38,44.36,56.46,0.06,18,68.05,24,2023-08-25 19:00:00,50.41,41.64,59.18,0.999,2.1.0,43029,2023-06-26
FC-002372,Koramangala,2023-08-26,Prophet-v1,45.17,47.42,39.75,50.59,4.745,18,60.98,24,2023-08-25 23:00:00,45.17,37.31,53.03,0.953,1.4.3,43118,2023-06-25
FC-002373,Jayanagar,2023-08-26,XGBoost-v3,44.5,44.53,39.16,49.84,0.067,19,60.08,24,2023-08-25 23:00:00,44.5,36.76,52.24,0.999,3.2.1,42910,2023-06-24
FC-002374,Rajajinagar,2023-08-26,Prophet-v1,49.21,47.95,43.3,55.12,2.628,19,66.43,24,2023-08-25 23:00:00,49.21,40.64,57.78,0.974,1.4.3,43114,2023-06-23
FC-002375,Hebbal,2023-08-26,Prophet-v1,44.85,45.17,39.47,50.23,0.708,18,60.55,24,2023-08-25 22:00:00,44.85,37.05,52.65,0.993,1.4.3,42574,2023-06-22
FC-002376,Electronic City,2023-08-26,LSTM-v2,48.69,47.28,42.85,54.53,2.982,19,65.73,24,2023-08-25 20:00:00,48.69,40.22,57.16,0.97,2.1.0,43473,2023-06-21
FC-002377,Marathahalli,2023-08-26,LSTM-v2,41.85,43.58,36.83,46.87,3.97,18,56.5,24,2023-08-25 18:00:00,41.85,34.57,49.13,0.96,2.1.0,43224,2023-06-20
FC-002378,Indiranagar,2023-08-26,Prophet-v1,47.0,47.41,41.36,52.64,0.865,21,63.45,24,2023-08-25 22:00:00,47.0,38.82,55.18,0.991,1.4.3,43120,2023-06-19
FC-002379,Yelahanka,2023-08-26,XGBoost-v3,47.89,50.67,42.14,53.64,5.486,19,64.65,24,2023-08-25 20:00:00,47.89,39.55,56.23,0.945,3.2.1,42910,2023-06-18
FC-002380,BTM Layout,2023-08-26,LSTM-v2,50.4,47.75,44.35,56.45,5.55,19,68.04,24,2023-08-25 21:00:00,50.4,41.63,59.17,0.944,2.1.0,42897,2023-06-17
FC-002381,Whitefield,2023-08-27,Ensemble-v4,47.12,47.73,41.47,52.77,1.278,19,63.61,24,2023-08-26 18:00:00,47.12,38.93,55.31,0.987,4.1.0,43029,2023-06-17
FC-002382,Koramangala,2023-08-27,Prophet-v1,46.73,49.82,41.12,52.34,6.202,18,63.09,24,2023-08-26 23:00:00,46.73,38.6,54.86,0.938,1.4.3,43118,2023-06-16
FC-002383,Jayanagar,2023-08-27,Ensemble-v4,46.32,48.97,40.76,51.88,5.411,20,62.53,24,2023-08-26 23:00:00,46.32,38.26,54.38,0.946,4.1.0,42910,2023-06-15
FC-002384,Rajajinagar,2023-08-27,Ensemble-v4,47.36,50.23,41.68,53.04,5.714,9,63.94,24,2023-08-26 22:00:00,47.36,39.12,55.6,0.943,4.1.0,43114,2023-06-14
FC-002385,Hebbal,2023-08-27,LSTM-v2,48.37,51.65,42.57,54.17,6.35,10,65.3,24,2023-08-26 19:00:00,48.37,39.96,56.78,0.936,2.1.0,42574,2023-06-13
FC-002386,Electronic City,2023-08-27,Prophet-v1,43.24,43.48,38.05,48.43,0.552,18,58.37,24,2023-08-26 19:00:00,43.24,35.71,50.77,0.994,1.4.3,43473,2023-07-27
FC-002387,Marathahalli,2023-08-27,XGBoost-v3,46.23,46.35,40.68,51.78,0.259,19,62.41,24,2023-08-26 19:00:00,46.23,38.18,54.28,0.997,3.2.1,43224,2023-07-26
FC-002388,Indiranagar,2023-08-27,Ensemble-v4,42.42,44.86,37.33,47.51,5.439,21,57.27,24,2023-08-26 21:00:00,42.42,35.04,49.8,0.946,4.1.0,43120,2023-07-25
FC-002389,Yelahanka,2023-08-27,Prophet-v1,44.54,45.92,39.2,49.88,3.005,9,60.13,24,2023-08-26 20:00:00,44.54,36.8,52.28,0.97,1.4.3,42910,2023-07-24
FC-002390,BTM Layout,2023-08-27,XGBoost-v3,41.32,43.29,36.36,46.28,4.551,21,55.78,24,2023-08-26 23:00:00,41.32,34.13,48.51,0.954,3.2.1,42897,2023-07-23
FC-002391,Whitefield,2023-08-28,XGBoost-v3,44.73,43.97,39.36,50.1,1.728,9,60.39,24,2023-08-27 20:00:00,44.73,36.94,52.52,0.983,3.2.1,43029,2023-07-23
FC-002392,Koramangala,2023-08-28,Ensemble-v4,42.24,40.28,37.17,47.31,4.866,21,57.02,24,2023-08-27 22:00:00,42.24,34.89,49.59,0.951,4.1.0,43118,2023-07-22
FC-002393,Jayanagar,2023-08-28,XGBoost-v3,45.27,47.26,39.84,50.7,4.211,20,61.11,24,2023-08-27 20:00:00,45.27,37.4,53.14,0.958,3.2.1,42910,2023-07-21
FC-002394,Rajajinagar,2023-08-28,Prophet-v1,47.25,49.04,41.58,52.92,3.65,20,63.79,24,2023-08-27 23:00:00,47.25,39.03,55.47,0.964,1.4.3,43114,2023-07-20
FC-002395,Hebbal,2023-08-28,Prophet-v1,53.07,49.76,46.7,59.44,6.652,10,71.64,24,2023-08-27 18:00:00,53.07,43.83,62.31,0.933,1.4.3,42574,2023-07-19
FC-002396,Electronic City,2023-08-28,LSTM-v2,48.59,46.01,42.76,54.42,5.607,19,65.6,24,2023-08-27 23:00:00,48.59,40.14,57.04,0.944,2.1.0,43473,2023-07-18
FC-002397,Marathahalli,2023-08-28,Ensemble-v4,47.4,46.87,41.71,53.09,1.131,18,63.99,24,2023-08-27 19:00:00,47.4,39.15,55.65,0.989,4.1.0,43224,2023-07-17
FC-002398,Indiranagar,2023-08-28,Prophet-v1,45.57,47.31,40.1,51.04,3.678,20,61.52,24,2023-08-27 21:00:00,45.57,37.64,53.5,0.963,1.4.3,43120,2023-07-16
FC-002399,Yelahanka,2023-08-28,XGBoost-v3,46.32,44.16,40.76,51.88,4.891,18,62.53,24,2023-08-27 21:00:00,46.32,38.26,54.38,0.951,3.2.1,42910,2023-07-15
FC-002400,BTM Layout,2023-08-28,Prophet-v1,52.84,50.53,46.5,59.18,4.572,21,71.33,24,2023-08-27 18:00:00,52.84,43.65,62.03,0.954,1.4.3,42897,2023-07-14
FC-002401,Whitefield,2023-08-29,LSTM-v2,47.12,50.37,41.47,52.77,6.452,21,63.61,24,2023-08-28 20:00:00,47.12,38.93,55.31,0.935,2.1.0,43029,2023-07-14
FC-002402,Koramangala,2023-08-29,Prophet-v1,51.37,51.82,45.21,57.53,0.868,21,69.35,24,2023-08-28 20:00:00,51.37,42.44,60.3,0.991,1.4.3,43118,2023-07-13
FC-002403,Jayanagar,2023-08-29,Prophet-v1,51.87,52.02,45.65,58.09,0.288,9,70.02,24,2023-08-28 18:00:00,51.87,42.85,60.89,0.997,1.4.3,42910,2023-07-12
FC-002404,Rajajinagar,2023-08-29,LSTM-v2,50.19,50.65,44.17,56.21,0.908,10,67.76,24,2023-08-28 22:00:00,50.19,41.46,58.92,0.991,2.1.0,43114,2023-07-11
FC-002405,Hebbal,2023-08-29,LSTM-v2,45.41,45.06,39.96,50.86,0.777,20,61.3,24,2023-08-28 21:00:00,45.41,37.51,53.31,0.992,2.1.0,42574,2023-07-10
FC-002406,Electronic City,2023-08-29,LSTM-v2,37.78,39.69,33.25,42.31,4.812,20,51.0,24,2023-08-28 20:00:00,37.78,31.21,44.35,0.952,2.1.0,43473,2023-07-09
FC-002407,Marathahalli,2023-08-29,LSTM-v2,43.75,45.38,38.5,49.0,3.592,20,59.06,24,2023-08-28 23:00:00,43.75,36.14,51.36,0.964,2.1.0,43224,2023-07-08
FC-002408,Indiranagar,2023-08-29,LSTM-v2,45.97,44.94,40.45,51.49,2.292,10,62.06,24,2023-08-28 18:00:00,45.97,37.97,53.97,0.977,2.1.0,43120,2023-07-07
FC-002409,Yelahanka,2023-08-29,LSTM-v2,47.25,46.96,41.58,52.92,0.618,10,63.79,24,2023-08-28 22:00:00,47.25,39.03,55.47,0.994,2.1.0,42910,2023-07-06
FC-002410,BTM Layout,2023-08-29,Prophet-v1,46.11,44.58,40.58,51.64,3.432,20,62.25,24,2023-08-28 20:00:00,46.11,38.09,54.13,0.966,1.4.3,42897,2023-07-05
FC-002411,Whitefield,2023-08-30,Prophet-v1,43.44,45.58,38.23,48.65,4.695,21,58.64,24,2023-08-29 19:00:00,43.44,35.89,50.99,0.953,1.4.3,43029,2023-07-05
