meter_id,zone,date,theft_label,supervised_probability,isolation_probability,blended_probability,predicted_theft
BSCM-000056,Rajajinagar,2024-10-16,0,0.01101,0.68953,0.21456,0
BSCM-000424,BTM Layout,2024-08-07,0,0.27377,0.07545,0.21427,0
BSCM-000406,Whitefield,2024-12-05,0,0.02127,0.66353,0.21395,0
BSCM-000250,Rajajinagar,2024-08-31,0,0.01117,0.6868,0.21386,0
BSCM-000119,Indiranagar,2024-08-30,0,0.02468,0.65479,0.21371,0
BSCM-000250,Rajajinagar,2024-08-12,0,0.00418,0.70219,0.21358,0
BSCM-000204,Rajajinagar,2024-12-11,0,0.01936,0.6664,0.21347,0
BSCM-000337,Marathahalli,2024-08-31,0,0.004,0.6979,0.21217,0
BSCM-000337,Marathahalli,2024-09-02,0,0.0148,0.67022,0.21142,0
BSCM-000281,Whitefield,2024-10-09,0,0.03664,0.61918,0.2114,0
BSCM-000056,Rajajinagar,2024-10-11,0,0.02136,0.65017,0.21,0
BSCM-000183,BTM Layout,2024-12-04,0,0.00326,0.6881,0.20871,0
BSCM-000119,Indiranagar,2024-09-29,0,0.02304,0.63691,0.2072,0
BSCM-000406,Whitefield,2024-09-05,0,0.01871,0.64691,0.20717,0
BSCM-000478,Indiranagar,2024-09-02,0,0.22265,0.17076,0.20708,0
BSCM-000183,BTM Layout,2024-11-21,0,0.00973,0.66695,0.20689,0
BSCM-000490,Marathahalli,2024-12-31,0,0.03743,0.59987,0.20616,0
BSCM-000008,Electronic City,2024-11-28,0,0.01184,0.65878,0.20592,0
BSCM-000281,Whitefield,2024-10-19,0,0.04904,0.57174,0.20585,0
BSCM-000490,Marathahalli,2024-12-04,0,0.00864,0.6646,0.20543,0
BSCM-000183,BTM Layout,2024-12-07,0,0.00196,0.67836,0.20488,0
BSCM-000008,Electronic City,2024-09-11,0,0.00755,0.66072,0.2035,0
BSCM-000281,Whitefield,2024-12-29,0,0.02252,0.62398,0.20296,0
BSCM-000406,Whitefield,2024-08-31,0,0.01117,0.64925,0.20259,0
BSCM-000337,Marathahalli,2024-11-07,0,0.0072,0.65722,0.20221,0
BSCM-000056,Rajajinagar,2024-09-27,0,0.00723,0.6558,0.2018,0
BSCM-000337,Marathahalli,2024-08-16,0,0.00494,0.66006,0.20147,0
BSCM-000183,BTM Layout,2024-11-20,0,0.00814,0.65243,0.20143,0
BSCM-000085,Koramangala,2024-09-27,0,0.23859,0.11324,0.20099,0
BSCM-000406,Whitefield,2024-09-21,0,0.00787,0.65072,0.20073,0
BSCM-000008,Electronic City,2024-08-13,0,0.01601,0.63088,0.20047,0
BSCM-000074,Whitefield,2024-09-11,0,0.05791,0.53248,0.20028,0
BSCM-000008,Electronic City,2024-08-21,0,0.00644,0.6517,0.20002,0
BSCM-000034,Whitefield,2024-11-17,0,0.0055,0.65343,0.19988,0
BSCM-000490,Marathahalli,2024-11-30,0,0.03249,0.59033,0.19984,0
BSCM-000406,Whitefield,2024-08-16,0,0.02737,0.59966,0.19906,0
BSCM-000250,Rajajinagar,2024-11-04,0,0.00244,0.6569,0.19878,0
BSCM-000281,Whitefield,2024-11-15,0,0.02499,0.60119,0.19785,0
BSCM-000250,Rajajinagar,2024-09-01,0,0.00394,0.64953,0.19762,0
BSCM-000056,Rajajinagar,2024-10-13,0,0.02206,0.60713,0.19758,0
BSCM-000273,Hebbal,2024-10-18,0,0.01916,0.61287,0.19727,0
BSCM-000034,Whitefield,2024-10-17,0,0.00667,0.64118,0.19702,0
BSCM-000406,Whitefield,2024-10-27,0,0.02973,0.58686,0.19687,0
BSCM-000204,Rajajinagar,2024-09-20,0,0.02547,0.59653,0.19679,0
BSCM-000486,Whitefield,2024-11-16,0,0.03349,0.57748,0.19669,0
BSCM-000406,Whitefield,2024-12-10,0,0.01322,0.62346,0.19629,0
BSCM-000451,Whitefield,2024-10-28,0,0.08518,0.45397,0.19582,0
BSCM-000133,Electronic City,2024-12-22,0,0.20558,0.17271,0.19572,0
BSCM-000183,BTM Layout,2024-08-22,0,0.00969,0.6298,0.19572,0
BSCM-000056,Rajajinagar,2024-09-18,0,0.0082,0.6327,0.19555,0
BSCM-000105,Rajajinagar,2024-09-06,0,0.01964,0.60526,0.19533,0
BSCM-000034,Whitefield,2024-08-28,0,0.00349,0.64041,0.19457,0
BSCM-000034,Whitefield,2024-10-21,0,0.00425,0.63794,0.19436,0
BSCM-000337,Marathahalli,2024-10-16,0,0.0072,0.62939,0.19386,0
BSCM-000439,Indiranagar,2024-11-13,0,0.17537,0.23557,0.19343,0
BSCM-000008,Electronic City,2024-12-06,0,0.00392,0.63546,0.19338,0
BSCM-000138,Yelahanka,2024-10-13,0,0.14021,0.31654,0.19311,0
BSCM-000250,Rajajinagar,2024-10-01,0,0.00445,0.63173,0.19263,0
BSCM-000250,Rajajinagar,2024-09-15,0,0.00168,0.63664,0.19217,0
BSCM-000183,BTM Layout,2024-10-19,0,0.00392,0.63137,0.19215,0
BSCM-000034,Whitefield,2024-10-25,0,0.02065,0.59031,0.19155,0
BSCM-000337,Marathahalli,2024-12-16,0,0.00115,0.63397,0.191,0
BSCM-000183,BTM Layout,2024-11-28,0,0.00593,0.62119,0.19051,0
BSCM-000034,Whitefield,2024-12-22,0,0.01594,0.59749,0.1904,0
BSCM-000077,Hebbal,2024-08-08,0,0.10619,0.38487,0.18979,0
BSCM-000079,Jayanagar,2024-12-12,0,0.23498,0.08422,0.18976,0
BSCM-000490,Marathahalli,2024-08-06,0,0.01829,0.5897,0.18972,0
BSCM-000204,Rajajinagar,2024-11-05,0,0.0241,0.57612,0.18971,0
BSCM-000486,Whitefield,2024-10-10,0,0.04047,0.53729,0.18951,0
BSCM-000406,Whitefield,2024-08-25,0,0.0042,0.62152,0.1894,0
BSCM-000193,Rajajinagar,2024-11-29,0,0.1231,0.34372,0.18928,0
BSCM-000105,Rajajinagar,2024-11-30,0,0.02551,0.56938,0.18867,0
BSCM-000204,Rajajinagar,2024-08-22,0,0.03059,0.55739,0.18863,0
BSCM-000273,Hebbal,2024-09-20,0,0.03179,0.55427,0.18853,0
BSCM-000490,Marathahalli,2024-10-11,0,0.02877,0.56095,0.18842,0
BSCM-000119,Indiranagar,2024-11-09,0,0.017,0.58773,0.18822,0
BSCM-000250,Rajajinagar,2024-09-14,0,0.00149,0.62366,0.18814,0
BSCM-000105,Rajajinagar,2024-12-05,0,0.08205,0.43565,0.18813,0
BSCM-000056,Rajajinagar,2024-09-11,0,0.00338,0.61877,0.188,0
BSCM-000250,Rajajinagar,2024-12-03,0,0.00436,0.6164,0.18798,0
BSCM-000034,Whitefield,2024-10-13,0,0.01512,0.59045,0.18772,0
BSCM-000409,Jayanagar,2024-10-06,0,0.05117,0.50581,0.18756,0
BSCM-000034,Whitefield,2024-10-18,0,0.00859,0.60414,0.18726,0
BSCM-000406,Whitefield,2024-10-07,0,0.03096,0.55142,0.18709,0
BSCM-000034,Whitefield,2024-10-15,0,0.00345,0.61507,0.18693,0
BSCM-000385,Indiranagar,2024-11-24,0,0.12957,0.31918,0.18645,0
BSCM-000056,Rajajinagar,2024-11-24,0,0.01237,0.59236,0.18636,0
BSCM-000183,BTM Layout,2024-09-24,0,0.009,0.59949,0.18615,0
BSCM-000056,Rajajinagar,2024-11-10,0,0.00724,0.60307,0.18599,0
BSCM-000117,Indiranagar,2024-09-11,0,0.10416,0.37591,0.18568,0
BSCM-000204,Rajajinagar,2024-11-13,0,0.04179,0.52116,0.1856,0
BSCM-000119,Indiranagar,2024-11-08,0,0.02977,0.5488,0.18548,0
BSCM-000406,Whitefield,2024-10-12,0,0.02223,0.56607,0.18538,0
BSCM-000056,Rajajinagar,2024-08-27,0,0.01275,0.58811,0.18535,0
BSCM-000204,Rajajinagar,2024-11-10,0,0.0247,0.55986,0.18525,0
BSCM-000281,Whitefield,2024-09-26,0,0.01507,0.58196,0.18514,0
BSCM-000056,Rajajinagar,2024-12-19,0,0.01969,0.5705,0.18493,0
BSCM-000281,Whitefield,2024-10-21,0,0.01885,0.57202,0.1848,0
BSCM-000008,Electronic City,2024-12-18,0,0.01878,0.5701,0.18417,0
BSCM-000177,BTM Layout,2024-08-09,0,0.13026,0.30943,0.18401,0
BSCM-000490,Marathahalli,2024-11-16,0,0.01956,0.56713,0.18383,0
BSCM-000281,Whitefield,2024-08-14,0,0.01787,0.57058,0.18368,0
BSCM-000085,Koramangala,2024-12-23,0,0.19718,0.15203,0.18364,0
BSCM-000389,Whitefield,2024-11-07,0,0.03096,0.53967,0.18357,0
BSCM-000406,Whitefield,2024-09-13,0,0.02467,0.55366,0.18337,0
BSCM-000056,Rajajinagar,2024-09-03,0,0.00383,0.60135,0.18309,0
BSCM-000484,Jayanagar,2024-10-09,0,0.1338,0.29689,0.18273,0
BSCM-000119,Indiranagar,2024-10-07,0,0.01816,0.56609,0.18254,0
BSCM-000119,Indiranagar,2024-09-08,0,0.01544,0.57201,0.18241,0
BSCM-000105,Rajajinagar,2024-09-19,0,0.0445,0.50241,0.18187,0
BSCM-000008,Electronic City,2024-08-28,0,0.00717,0.58914,0.18176,0
BSCM-000490,Marathahalli,2024-12-13,0,0.02547,0.54434,0.18113,0
BSCM-000034,Whitefield,2024-08-18,0,0.00695,0.58745,0.1811,0
BSCM-000105,Rajajinagar,2024-10-08,0,0.05959,0.46451,0.18107,0
BSCM-000337,Marathahalli,2024-08-17,0,0.00537,0.5908,0.181,0
BSCM-000250,Rajajinagar,2024-12-07,0,0.017,0.56331,0.1809,0
BSCM-000056,Rajajinagar,2024-11-01,0,0.02231,0.55064,0.18081,0
BSCM-000278,Electronic City,2024-08-22,0,0.14175,0.27155,0.18069,0
BSCM-000008,Electronic City,2024-10-26,0,0.00586,0.58799,0.1805,0
BSCM-000046,Hebbal,2024-08-12,0,0.06958,0.43876,0.18033,0
BSCM-000183,BTM Layout,2024-09-07,0,0.00328,0.59335,0.1803,0
BSCM-000281,Whitefield,2024-10-17,0,0.01377,0.56697,0.17973,0
BSCM-000204,Rajajinagar,2024-12-17,0,0.02655,0.53672,0.1796,0
BSCM-000250,Rajajinagar,2024-08-22,0,0.00174,0.59398,0.17941,0
BSCM-000486,Whitefield,2024-12-31,0,0.02287,0.54445,0.17935,0
BSCM-000056,Rajajinagar,2024-08-14,0,0.01507,0.5621,0.17918,0
BSCM-000486,Whitefield,2024-09-19,0,0.02529,0.53769,0.17901,0
BSCM-000030,Whitefield,2024-11-04,0,0.18305,0.16913,0.17887,0
BSCM-000434,Yelahanka,2024-09-24,0,0.20166,0.12558,0.17884,0
BSCM-000204,Rajajinagar,2024-08-21,0,0.02452,0.5372,0.17833,0
BSCM-000071,Electronic City,2024-10-20,0,0.16568,0.20771,0.17829,0
BSCM-000193,Rajajinagar,2024-10-10,0,0.1287,0.29393,0.17827,0
BSCM-000008,Electronic City,2024-11-06,0,0.01752,0.55321,0.17823,0
BSCM-000034,Whitefield,2024-09-16,0,0.00644,0.5785,0.17806,0
BSCM-000030,Whitefield,2024-12-31,0,0.19139,0.14676,0.178,0
BSCM-000406,Whitefield,2024-11-16,0,0.00678,0.57716,0.1779,0
BSCM-000281,Whitefield,2024-12-13,0,0.03522,0.51044,0.17779,0
BSCM-000250,Rajajinagar,2024-10-11,0,0.00156,0.5889,0.17776,0
BSCM-000067,Electronic City,2024-08-27,0,0.1979,0.13034,0.17764,0
BSCM-000105,Rajajinagar,2024-12-16,0,0.10999,0.33528,0.17758,0
BSCM-000074,Whitefield,2024-08-24,0,0.09982,0.35747,0.17711,0
BSCM-000281,Whitefield,2024-10-10,0,0.02125,0.54059,0.17705,0
BSCM-000204,Rajajinagar,2024-09-26,0,0.02452,0.53201,0.17677,0
BSCM-000266,Marathahalli,2024-12-05,0,0.09027,0.37845,0.17672,0
BSCM-000281,Whitefield,2024-11-08,0,0.03168,0.51459,0.17655,0
BSCM-000010,Jayanagar,2024-08-11,0,0.10488,0.34334,0.17642,0
BSCM-000250,Rajajinagar,2024-09-21,0,0.00906,0.56575,0.17607,0
BSCM-000077,Hebbal,2024-10-10,0,0.16562,0.20024,0.176,0
BSCM-000183,BTM Layout,2024-11-17,0,0.00586,0.57102,0.17541,0
BSCM-000273,Hebbal,2024-08-07,0,0.02005,0.53788,0.1754,0
BSCM-000118,Rajajinagar,2024-10-25,0,0.16948,0.1892,0.17539,0
BSCM-000490,Marathahalli,2024-08-09,0,0.02482,0.52654,0.17534,0
BSCM-000490,Marathahalli,2024-09-04,0,0.01443,0.54966,0.175,0
BSCM-000406,Whitefield,2024-12-15,0,0.00772,0.56484,0.17485,0
BSCM-000034,Whitefield,2024-10-11,0,0.00326,0.57439,0.1746,0
BSCM-000486,Whitefield,2024-11-28,0,0.01982,0.53564,0.17457,0
BSCM-000406,Whitefield,2024-12-06,0,0.00686,0.5658,0.17454,0
BSCM-000281,Whitefield,2024-09-22,0,0.03414,0.50105,0.17421,0
BSCM-000337,Marathahalli,2024-08-13,0,0.00903,0.55862,0.17391,0
