alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version,detector_vae_score,detector_eif_score,detector_bocpd_flag,detector_gnn_score,num_detectors_agreeing,shap_feature_1_name,shap_feature_2_name,shap_feature_3_name,shap_feature_1_value,shap_feature_2_value,shap_feature_3_value,suspected_theft_modality,consumption_drop_pct,estimated_daily_loss_inr,recommended_action,days_since_meter_install,alert_reason_code
ALT-000517,BSCM-000376,BTM Layout,2024-07-17 03:00:00,Overcurrent,Low,0.6034,Open,0.0,,,,TheftDetect-v3.0,0.6335,0.5649,False,0.6877,1,voltage_v,z_score_vs_peer,night_ratio,0.1284,0.1155,0.0563,meter_slowdown,54.3,216.88,Run accuracy test and compare against calibrated reference meter.,1130,PEER_DEVIATION_LOW_USAGE
ALT-000518,BSCM-000474,Electronic City,2024-03-10 13:00:00,Communication Loss,Medium,0.6021,Resolved,0.0,INS-0019,2024-03-14T21:00:00,Line fault,TheftDetect-v3.0,0.5434,0.6578,False,0.5445,1,communication_ok,load_factor_day,pct_change_1d,0.1138,0.0871,0.0386,meter_slowdown,58.62,206.54,Run accuracy test and compare against calibrated reference meter.,723,PEER_DEVIATION_LOW_USAGE
ALT-000519,BSCM-000228,Indiranagar,2023-01-18 03:00:00,Overcurrent,Medium,0.7414,Open,0.0,,,,TheftDetect-v2.1,0.7474,0.7,True,0.5137,3,z_score_vs_peer,night_ratio,power_factor,0.1298,0.1453,0.0813,meter_slowdown,69.54,94.89,Run accuracy test and compare against calibrated reference meter.,91,PEER_DEVIATION_LOW_USAGE
ALT-000520,BSCM-000152,Whitefield,2024-06-12 09:00:00,Phase Imbalance,High,0.9711,Investigating,0.0,INS-0015,,,TheftDetect-v3.0,1.0,0.9641,True,0.9223,4,load_factor_day,pct_change_1d,voltage_v,0.2463,0.1741,0.0875,phase_cut,74.9,270.15,Dispatch three-phase inspection and validate phase current balance.,1194,PHASE_CURRENT_MISMATCH
ALT-000521,BSCM-000186,Rajajinagar,2024-01-27 01:00:00,Energy Theft,Medium,0.7512,Open,36.27,,,,TheftDetect-v2.1,0.651,0.9248,True,0.7575,4,night_ratio,power_factor,communication_ok,0.1791,0.1303,0.0821,bypass,62.72,290.16,Dispatch inspector to verify bypass wiring and photograph service entry.,595,THEFT_BYPASS_SIGNATURE
ALT-000522,BSCM-000472,Whitefield,2023-12-21 08:00:00,Reverse Energy,Medium,0.9877,Resolved,0.0,INS-0010,2023-12-25T03:00:00,,Ensemble-v1,1.0,0.8738,True,0.7785,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1767,0.1611,0.1404,meter_slowdown,82.78,483.99,Run accuracy test and compare against calibrated reference meter.,1295,PEER_DEVIATION_LOW_USAGE
ALT-000523,BSCM-000269,Indiranagar,2023-04-12 11:00:00,Energy Theft,Critical,0.8722,False Positive,181.19,INS-0009,,,TheftDetect-v3.0,0.8324,0.7241,True,0.8037,4,power_factor,communication_ok,load_factor_day,0.211,0.1459,0.0883,bypass,70.03,1449.52,Dispatch inspector to verify bypass wiring and photograph service entry.,836,THEFT_BYPASS_SIGNATURE
ALT-000524,BSCM-000345,Rajajinagar,2024-06-12 12:00:00,Voltage Sag,Low,0.6553,Investigating,0.0,INS-0016,,,TheftDetect-v3.0,0.6895,0.718,False,0.6386,2,voltage_v,z_score_vs_peer,night_ratio,0.1672,0.1286,0.075,meter_slowdown,54.34,228.69,Run accuracy test and compare against calibrated reference meter.,720,PEER_DEVIATION_LOW_USAGE
ALT-000525,BSCM-000268,Koramangala,2023-09-01 14:00:00,Voltage Sag,High,0.6933,Resolved,0.0,INS-0004,2023-09-04T01:00:00,Line fault,TheftDetect-v3.0,0.6475,0.639,False,0.6342,1,communication_ok,load_factor_day,pct_change_1d,0.1556,0.1354,0.0899,meter_slowdown,64.11,91.85,Run accuracy test and compare against calibrated reference meter.,1250,PEER_DEVIATION_LOW_USAGE
ALT-000526,BSCM-000022,Whitefield,2024-01-24 16:00:00,Meter Tamper,Medium,0.8834,Investigating,0.0,INS-0011,,,TheftDetect-v2.1,0.7751,0.8579,True,0.7455,4,z_score_vs_peer,night_ratio,power_factor,0.2343,0.168,0.1014,tamper,13.68,153.82,"Inspect meter seals, terminal cover, and tamper event register.",558,METER_TAMPER_EVENT
ALT-000527,BSCM-000196,Indiranagar,2024-10-01 12:00:00,Overcurrent,Medium,0.6164,Resolved,0.0,INS-0010,2024-10-04T14:00:00,Phase cut,TheftDetect-v3.0,0.5187,0.5539,False,0.6451,1,load_factor_day,pct_change_1d,voltage_v,0.141,0.0995,0.0722,meter_slowdown,58.21,122.5,Run accuracy test and compare against calibrated reference meter.,1013,PEER_DEVIATION_LOW_USAGE
ALT-000528,BSCM-000489,Koramangala,2023-05-30 10:00:00,Meter Tamper,Low,0.8538,Resolved,0.0,INS-0003,2023-06-01T15:00:00,Rodent damage,TheftDetect-v3.0,0.8567,0.833,True,0.7475,4,night_ratio,power_factor,communication_ok,0.1524,0.1477,0.0885,tamper,2.64,264.21,"Inspect meter seals, terminal cover, and tamper event register.",442,METER_TAMPER_EVENT
ALT-000529,BSCM-000027,Yelahanka,2024-01-13 16:00:00,Phase Imbalance,High,0.7643,Resolved,0.0,INS-0008,2024-01-16T21:00:00,,TheftDetect-v2.1,0.7799,0.8922,True,0.5957,3,pct_change_1d,voltage_v,z_score_vs_peer,0.1773,0.1492,0.0806,phase_cut,64.25,323.86,Dispatch three-phase inspection and validate phase current balance.,915,PHASE_CURRENT_MISMATCH
ALT-000530,BSCM-000010,Jayanagar,2024-12-22 16:00:00,Overcurrent,Low,0.5835,Resolved,0.0,INS-0003,2024-12-23T00:00:00,Meter bypass,Ensemble-v1,0.5292,0.6477,False,0.4025,1,power_factor,communication_ok,load_factor_day,0.1345,0.0809,0.0498,meter_slowdown,52.86,173.03,Run accuracy test and compare against calibrated reference meter.,1290,PEER_DEVIATION_LOW_USAGE
ALT-000531,BSCM-000459,Marathahalli,2024-03-12 17:00:00,PF Degradation,Medium,0.9885,False Positive,0.0,INS-0003,,,Ensemble-v1,1.0,1.0,True,0.9785,4,voltage_v,z_score_vs_peer,night_ratio,0.2024,0.1518,0.1214,meter_slowdown,80.21,137.65,Run accuracy test and compare against calibrated reference meter.,1397,PEER_DEVIATION_LOW_USAGE
ALT-000532,BSCM-000340,Yelahanka,2024-05-29 18:00:00,Voltage Sag,High,0.6828,Open,0.0,,,,TheftDetect-v2.1,0.5831,0.5695,False,0.6735,1,communication_ok,load_factor_day,pct_change_1d,0.1646,0.1096,0.049,meter_slowdown,59.33,195.62,Run accuracy test and compare against calibrated reference meter.,1306,PEER_DEVIATION_LOW_USAGE
ALT-000533,BSCM-000495,Jayanagar,2023-05-26 23:00:00,Communication Loss,Low,0.6174,Investigating,0.0,INS-0008,,,Ensemble-v1,0.6134,0.5253,False,0.5809,1,z_score_vs_peer,night_ratio,power_factor,0.0941,0.1168,0.0825,meter_slowdown,50.86,96.58,Run accuracy test and compare against calibrated reference meter.,813,PEER_DEVIATION_LOW_USAGE
ALT-000534,BSCM-000206,Koramangala,2024-04-26 22:00:00,Energy Theft,Low,0.8214,Investigating,415.2,INS-0010,,,TheftDetect-v3.0,0.7487,0.5943,True,0.7174,3,load_factor_day,pct_change_1d,voltage_v,0.2055,0.1497,0.0693,bypass,74.25,3321.6,Dispatch inspector to verify bypass wiring and photograph service entry.,974,THEFT_BYPASS_SIGNATURE
ALT-000535,BSCM-000019,Indiranagar,2023-01-14 04:00:00,Energy Theft,Low,0.5731,Resolved,131.8,INS-0003,2023-01-19T01:00:00,Rodent damage,Ensemble-v1,0.534,0.5083,True,0.5001,1,night_ratio,power_factor,communication_ok,0.1041,0.0871,0.0775,bypass,54.93,1054.4,Dispatch inspector to verify bypass wiring and photograph service entry.,167,THEFT_BYPASS_SIGNATURE
ALT-000536,BSCM-000137,Hebbal,2023-04-28 10:00:00,Voltage Sag,Medium,0.9317,Resolved,0.0,INS-0004,2023-04-28T18:00:00,Phase cut,Ensemble-v1,0.9345,1.0,True,0.7666,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1804,0.1189,0.0972,meter_slowdown,79.07,285.84,Run accuracy test and compare against calibrated reference meter.,433,PEER_DEVIATION_LOW_USAGE
ALT-000537,BSCM-000326,Jayanagar,2023-05-09 07:00:00,Energy Theft,Low,0.7511,Resolved,493.46,INS-0008,2023-05-13T15:00:00,Line fault,TheftDetect-v3.0,0.6995,0.7925,True,0.6582,4,power_factor,communication_ok,load_factor_day,0.1624,0.1251,0.0641,bypass,69.93,3947.68,Dispatch inspector to verify bypass wiring and photograph service entry.,1146,THEFT_BYPASS_SIGNATURE
ALT-000538,BSCM-000085,Koramangala,2024-01-29 08:00:00,Overcurrent,Medium,0.9625,Resolved,0.0,INS-0002,2024-01-31T04:00:00,Rodent damage,Ensemble-v1,0.9394,0.9448,True,0.7197,4,voltage_v,z_score_vs_peer,night_ratio,0.2226,0.1356,0.1146,meter_slowdown,76.07,180.23,Run accuracy test and compare against calibrated reference meter.,1296,PEER_DEVIATION_LOW_USAGE
ALT-000539,BSCM-000459,Marathahalli,2024-04-18 21:00:00,PF Degradation,Medium,0.8071,Resolved,0.0,INS-0001,2024-04-19T02:00:00,Phase cut,Ensemble-v1,0.8675,0.8053,True,0.6845,4,communication_ok,load_factor_day,pct_change_1d,0.1817,0.0993,0.1027,meter_slowdown,62.55,93.41,Run accuracy test and compare against calibrated reference meter.,1434,PEER_DEVIATION_LOW_USAGE
ALT-000540,BSCM-000477,Whitefield,2023-02-15 16:00:00,Meter Tamper,Medium,0.7336,Investigating,0.0,INS-0005,,,TheftDetect-v2.1,0.699,0.6785,True,0.6518,4,z_score_vs_peer,night_ratio,power_factor,0.1428,0.0921,0.0741,tamper,5.52,252.91,"Inspect meter seals, terminal cover, and tamper event register.",526,METER_TAMPER_EVENT
ALT-000541,BSCM-000049,BTM Layout,2024-07-08 12:00:00,PF Degradation,Low,0.9198,Resolved,0.0,INS-0020,2024-07-09T12:00:00,External surge,Ensemble-v1,0.9699,0.9362,True,0.8745,4,load_factor_day,pct_change_1d,voltage_v,0.1897,0.1537,0.112,meter_slowdown,82.37,97.02,Run accuracy test and compare against calibrated reference meter.,1339,PEER_DEVIATION_LOW_USAGE
ALT-000542,BSCM-000162,Koramangala,2023-04-14 16:00:00,Communication Loss,Low,0.9827,False Positive,0.0,INS-0003,,,TheftDetect-v3.0,0.9149,1.0,True,0.8825,4,night_ratio,power_factor,communication_ok,0.1879,0.1845,0.0738,meter_slowdown,81.31,350.09,Run accuracy test and compare against calibrated reference meter.,913,PEER_DEVIATION_LOW_USAGE
ALT-000543,BSCM-000437,Electronic City,2024-12-31 13:00:00,Overcurrent,Low,0.8197,Open,0.0,,,,TheftDetect-v3.0,0.8515,0.6904,True,0.8024,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1747,0.1319,0.0704,meter_slowdown,63.14,355.87,Run accuracy test and compare against calibrated reference meter.,1561,PEER_DEVIATION_LOW_USAGE
ALT-000544,BSCM-000117,Indiranagar,2023-05-14 21:00:00,Voltage Sag,Low,0.6854,Resolved,0.0,INS-0009,2023-05-15T18:00:00,,TheftDetect-v3.0,0.7719,0.7094,False,0.727,3,power_factor,communication_ok,load_factor_day,0.1777,0.1139,0.0948,meter_slowdown,63.12,160.92,Run accuracy test and compare against calibrated reference meter.,842,PEER_DEVIATION_LOW_USAGE
ALT-000545,BSCM-000472,Whitefield,2023-05-23 01:00:00,PF Degradation,Low,0.9636,Open,0.0,,,,TheftDetect-v2.1,0.8153,1.0,True,0.9431,4,voltage_v,z_score_vs_peer,night_ratio,0.2119,0.1778,0.1026,meter_slowdown,73.41,298.26,Run accuracy test and compare against calibrated reference meter.,1083,PEER_DEVIATION_LOW_USAGE
ALT-000546,BSCM-000216,Electronic City,2024-10-30 03:00:00,Phase Imbalance,Medium,0.9173,Resolved,0.0,INS-0001,2024-10-30T07:00:00,External surge,Ensemble-v1,0.8695,0.8841,True,0.8626,4,communication_ok,load_factor_day,pct_change_1d,0.2233,0.1159,0.073,phase_cut,76.23,473.8,Dispatch three-phase inspection and validate phase current balance.,828,PHASE_CURRENT_MISMATCH
ALT-000547,BSCM-000250,Rajajinagar,2024-07-18 04:00:00,Meter Tamper,Medium,0.9163,Investigating,0.0,INS-0007,,,Ensemble-v1,0.9509,0.9724,True,0.8297,4,z_score_vs_peer,night_ratio,power_factor,0.238,0.157,0.0903,tamper,14.04,276.19,"Inspect meter seals, terminal cover, and tamper event register.",1261,METER_TAMPER_EVENT
ALT-000548,BSCM-000233,Electronic City,2023-08-01 07:00:00,Voltage Sag,Low,0.6812,Resolved,0.0,INS-0019,2023-08-03T13:00:00,,TheftDetect-v3.0,0.669,0.9064,False,0.5604,2,load_factor_day,pct_change_1d,voltage_v,0.1352,0.1088,0.0611,meter_slowdown,64.58,373.56,Run accuracy test and compare against calibrated reference meter.,356,PEER_DEVIATION_LOW_USAGE
ALT-000549,BSCM-000213,Electronic City,2023-01-04 19:00:00,Meter Tamper,Medium,0.7825,Resolved,0.0,INS-0002,2023-01-09T02:00:00,External surge,TheftDetect-v3.0,0.8048,0.7742,True,0.7669,4,night_ratio,power_factor,communication_ok,0.1675,0.1365,0.0836,tamper,0.28,120.34,"Inspect meter seals, terminal cover, and tamper event register.",667,METER_TAMPER_EVENT
ALT-000550,BSCM-000073,Yelahanka,2023-07-17 21:00:00,Phase Imbalance,Low,0.8806,Resolved,0.0,INS-0011,2023-07-19T17:00:00,Phase cut,TheftDetect-v2.1,0.8444,0.9121,True,0.9161,4,pct_change_1d,voltage_v,z_score_vs_peer,0.248,0.1312,0.0913,phase_cut,78.32,363.86,Dispatch three-phase inspection and validate phase current balance.,327,PHASE_CURRENT_MISMATCH
ALT-000551,BSCM-000265,Hebbal,2023-01-14 20:00:00,Phase Imbalance,Medium,0.55,Investigating,0.0,INS-0009,,,TheftDetect-v2.1,0.5552,0.491,True,0.5414,1,power_factor,communication_ok,load_factor_day,0.1571,0.0716,0.0632,phase_cut,47.39,212.7,Dispatch three-phase inspection and validate phase current balance.,152,PHASE_CURRENT_MISMATCH
ALT-000552,BSCM-000437,Electronic City,2023-09-05 07:00:00,Overcurrent,Critical,0.7938,Resolved,0.0,INS-0006,2023-09-08T13:00:00,Line fault,TheftDetect-v2.1,0.7845,0.8083,True,0.8589,4,voltage_v,z_score_vs_peer,night_ratio,0.1328,0.1298,0.0863,meter_slowdown,65.6,388.95,Run accuracy test and compare against calibrated reference meter.,1078,PEER_DEVIATION_LOW_USAGE
ALT-000553,BSCM-000277,Indiranagar,2024-11-12 14:00:00,Communication Loss,Low,0.6511,Resolved,0.0,INS-0015,2024-11-12T16:00:00,Faulty firmware,TheftDetect-v2.1,0.7212,0.6879,False,0.4966,2,communication_ok,load_factor_day,pct_change_1d,0.1529,0.1372,0.092,meter_slowdown,62.89,80.38,Run accuracy test and compare against calibrated reference meter.,1607,PEER_DEVIATION_LOW_USAGE
ALT-000554,BSCM-000373,Indiranagar,2023-08-14 01:00:00,Communication Loss,Low,0.8125,Resolved,0.0,INS-0020,2023-08-16T15:00:00,,TheftDetect-v2.1,0.8278,0.8281,True,0.6598,4,z_score_vs_peer,night_ratio,power_factor,0.1788,0.1472,0.0957,meter_slowdown,64.49,172.0,Run accuracy test and compare against calibrated reference meter.,450,PEER_DEVIATION_LOW_USAGE
ALT-000555,BSCM-000104,Whitefield,2023-09-07 00:00:00,Communication Loss,Low,0.5874,Open,0.0,,,,TheftDetect-v2.1,0.6077,0.5058,False,0.6092,1,load_factor_day,pct_change_1d,voltage_v,0.1499,0.0838,0.0715,meter_slowdown,53.64,83.48,Run accuracy test and compare against calibrated reference meter.,543,PEER_DEVIATION_LOW_USAGE
ALT-000556,BSCM-000316,Yelahanka,2023-05-10 07:00:00,Phase Imbalance,Low,0.756,Open,0.0,,,,TheftDetect-v3.0,0.7313,0.7725,True,0.7111,4,night_ratio,power_factor,communication_ok,0.1477,0.0941,0.1006,phase_cut,62.97,392.03,Dispatch three-phase inspection and validate phase current balance.,318,PHASE_CURRENT_MISMATCH
ALT-000557,BSCM-000116,Electronic City,2023-07-11 07:00:00,PF Degradation,Medium,0.9686,Investigating,0.0,INS-0004,,,TheftDetect-v2.1,0.9393,1.0,True,0.9653,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1921,0.1213,0.1007,meter_slowdown,82.87,271.71,Run accuracy test and compare against calibrated reference meter.,867,PEER_DEVIATION_LOW_USAGE
ALT-000558,BSCM-000143,Yelahanka,2024-11-07 05:00:00,Phase Imbalance,High,0.9882,Investigating,0.0,INS-0006,,,TheftDetect-v2.1,0.9622,1.0,True,0.8889,4,power_factor,communication_ok,load_factor_day,0.2005,0.1844,0.0898,phase_cut,75.85,501.74,Dispatch three-phase inspection and validate phase current balance.,1295,PHASE_CURRENT_MISMATCH
ALT-000559,BSCM-000103,BTM Layout,2024-05-23 23:00:00,Reverse Energy,High,0.8651,Investigating,0.0,INS-0008,,,TheftDetect-v3.0,0.8888,0.9421,True,0.7246,4,voltage_v,z_score_vs_peer,night_ratio,0.176,0.1193,0.1133,meter_slowdown,71.24,188.91,Run accuracy test and compare against calibrated reference meter.,1054,PEER_DEVIATION_LOW_USAGE
ALT-000560,BSCM-000289,Jayanagar,2023-03-11 17:00:00,Energy Theft,Low,0.7303,Investigating,395.9,INS-0017,,,Ensemble-v1,0.705,0.7113,True,0.6558,4,communication_ok,load_factor_day,pct_change_1d,0.181,0.1103,0.0824,bypass,65.21,3167.2,Dispatch inspector to verify bypass wiring and photograph service entry.,913,THEFT_BYPASS_SIGNATURE
ALT-000561,BSCM-000236,Indiranagar,2024-05-06 21:00:00,Communication Loss,Medium,0.9528,Resolved,0.0,INS-0019,2024-05-07T03:00:00,Meter bypass,Ensemble-v1,0.9702,1.0,True,0.7526,4,z_score_vs_peer,night_ratio,power_factor,0.1801,0.1789,0.1069,meter_slowdown,76.99,209.02,Run accuracy test and compare against calibrated reference meter.,642,PEER_DEVIATION_LOW_USAGE
ALT-000562,BSCM-000130,Hebbal,2024-10-29 23:00:00,PF Degradation,Low,0.6824,Resolved,0.0,INS-0016,2024-11-01T21:00:00,,TheftDetect-v2.1,0.8069,0.7047,False,0.551,2,load_factor_day,pct_change_1d,voltage_v,0.1346,0.0769,0.0656,meter_slowdown,53.53,246.12,Run accuracy test and compare against calibrated reference meter.,1198,PEER_DEVIATION_LOW_USAGE
ALT-000563,BSCM-000027,Yelahanka,2023-03-27 09:00:00,Energy Theft,Medium,0.8795,Resolved,338.93,INS-0015,2023-03-30T04:00:00,,Ensemble-v1,0.9318,0.8034,True,0.8656,4,night_ratio,power_factor,communication_ok,0.1488,0.1706,0.0875,bypass,75.73,2711.44,Dispatch inspector to verify bypass wiring and photograph service entry.,623,THEFT_BYPASS_SIGNATURE
ALT-000564,BSCM-000072,Hebbal,2024-01-25 06:00:00,Overcurrent,Medium,0.8317,Investigating,0.0,INS-0003,,,Ensemble-v1,0.8121,0.8572,True,0.818,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2082,0.128,0.1042,meter_slowdown,69.76,217.18,Run accuracy test and compare against calibrated reference meter.,1408,PEER_DEVIATION_LOW_USAGE
ALT-000565,BSCM-000288,Jayanagar,2024-08-05 18:00:00,Meter Tamper,Medium,0.9785,Resolved,0.0,INS-0006,2024-08-08T22:00:00,Phase cut,Ensemble-v1,1.0,0.8992,True,0.9071,4,power_factor,communication_ok,load_factor_day,0.247,0.1336,0.1224,tamper,14.66,499.0,"Inspect meter seals, terminal cover, and tamper event register.",967,METER_TAMPER_EVENT
ALT-000566,BSCM-000098,Hebbal,2023-09-07 12:00:00,Reverse Energy,Low,0.8488,Resolved,0.0,INS-0012,2023-09-08T13:00:00,,TheftDetect-v2.1,0.8243,0.7982,True,0.651,4,voltage_v,z_score_vs_peer,night_ratio,0.1786,0.1309,0.1051,meter_slowdown,72.38,165.34,Run accuracy test and compare against calibrated reference meter.,592,PEER_DEVIATION_LOW_USAGE
ALT-000567,BSCM-000265,Hebbal,2024-12-18 02:00:00,Meter Tamper,Medium,0.9213,Resolved,0.0,INS-0012,2024-12-21T13:00:00,External surge,TheftDetect-v2.1,0.799,0.9364,True,0.808,4,communication_ok,load_factor_day,pct_change_1d,0.1952,0.133,0.1132,tamper,2.45,374.01,"Inspect meter seals, terminal cover, and tamper event register.",856,METER_TAMPER_EVENT
ALT-000568,BSCM-000438,Hebbal,2023-11-01 04:00:00,Meter Tamper,Low,0.6189,Open,0.0,,,,TheftDetect-v3.0,0.5584,0.6427,True,0.4903,1,z_score_vs_peer,night_ratio,power_factor,0.1475,0.1078,0.0766,tamper,8.38,263.52,"Inspect meter seals, terminal cover, and tamper event register.",358,METER_TAMPER_EVENT
ALT-000569,BSCM-000496,Indiranagar,2024-05-19 06:00:00,Meter Tamper,Medium,0.985,Resolved,0.0,INS-0011,2024-05-21T18:00:00,Rodent damage,Ensemble-v1,0.8728,0.8899,True,0.9696,4,load_factor_day,pct_change_1d,voltage_v,0.2536,0.1446,0.1103,tamper,8.33,205.63,"Inspect meter seals, terminal cover, and tamper event register.",749,METER_TAMPER_EVENT
ALT-000570,BSCM-000151,Rajajinagar,2024-11-11 20:00:00,PF Degradation,High,0.5933,Resolved,0.0,INS-0018,2024-11-14T15:00:00,Line fault,Ensemble-v1,0.5722,0.6776,False,0.5134,1,night_ratio,power_factor,communication_ok,0.1407,0.0567,0.0626,meter_slowdown,56.0,54.98,Run accuracy test and compare against calibrated reference meter.,1328,PEER_DEVIATION_LOW_USAGE
ALT-000571,BSCM-000065,Koramangala,2023-03-13 04:00:00,Reverse Energy,Low,0.8926,Resolved,0.0,INS-0008,2023-03-17T12:00:00,Faulty firmware,Ensemble-v1,0.8937,0.9384,True,0.7327,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1789,0.1384,0.1163,meter_slowdown,68.4,224.63,Run accuracy test and compare against calibrated reference meter.,873,PEER_DEVIATION_LOW_USAGE
ALT-000572,BSCM-000396,Electronic City,2023-05-17 04:00:00,Phase Imbalance,Low,0.9348,False Positive,0.0,INS-0006,,,Ensemble-v1,1.0,0.8784,True,0.8467,4,power_factor,communication_ok,load_factor_day,0.1652,0.1224,0.0972,phase_cut,70.73,94.64,Dispatch three-phase inspection and validate phase current balance.,852,PHASE_CURRENT_MISMATCH
ALT-000573,BSCM-000384,Hebbal,2024-02-03 11:00:00,Energy Theft,Medium,0.8113,Open,81.62,,,,TheftDetect-v2.1,0.8309,0.6883,True,0.6948,4,voltage_v,z_score_vs_peer,night_ratio,0.1506,0.1339,0.0948,bypass,67.83,652.96,Dispatch inspector to verify bypass wiring and photograph service entry.,1148,THEFT_BYPASS_SIGNATURE
ALT-000574,BSCM-000210,Yelahanka,2024-08-30 09:00:00,Phase Imbalance,Critical,0.7115,Open,0.0,,,,TheftDetect-v2.1,0.6984,0.6999,True,0.7586,4,communication_ok,load_factor_day,pct_change_1d,0.1584,0.0901,0.0662,phase_cut,65.09,375.78,Dispatch three-phase inspection and validate phase current balance.,1439,PHASE_CURRENT_MISMATCH
ALT-000575,BSCM-000019,Indiranagar,2023-05-20 20:00:00,Meter Tamper,Low,0.6206,Resolved,0.0,INS-0013,2023-05-23T19:00:00,External surge,TheftDetect-v2.1,0.6704,0.5849,True,0.5261,2,z_score_vs_peer,night_ratio,power_factor,0.1201,0.0895,0.0584,tamper,7.91,264.15,"Inspect meter seals, terminal cover, and tamper event register.",293,METER_TAMPER_EVENT
ALT-000576,BSCM-000221,Yelahanka,2023-07-08 04:00:00,Energy Theft,Medium,0.5598,Open,434.93,,,,TheftDetect-v3.0,0.4271,0.5689,True,0.4279,1,load_factor_day,pct_change_1d,voltage_v,0.128,0.0932,0.058,bypass,55.06,3479.44,Dispatch inspector to verify bypass wiring and photograph service entry.,927,THEFT_BYPASS_SIGNATURE
ALT-000577,BSCM-000399,Hebbal,2024-08-18 01:00:00,PF Degradation,High,0.7778,Resolved,0.0,INS-0016,2024-08-21T04:00:00,Phase cut,TheftDetect-v3.0,0.7919,0.7488,True,0.5604,3,night_ratio,power_factor,communication_ok,0.1573,0.1202,0.0735,meter_slowdown,67.98,150.29,Run accuracy test and compare against calibrated reference meter.,922,PEER_DEVIATION_LOW_USAGE
ALT-000578,BSCM-000318,Whitefield,2024-09-22 23:00:00,Reverse Energy,Medium,0.7705,Open,0.0,,,,TheftDetect-v3.0,0.8168,0.6099,True,0.7028,3,pct_change_1d,voltage_v,z_score_vs_peer,0.1431,0.1283,0.0967,meter_slowdown,63.25,88.41,Run accuracy test and compare against calibrated reference meter.,1640,PEER_DEVIATION_LOW_USAGE
ALT-000579,BSCM-000299,Hebbal,2023-05-15 00:00:00,Reverse Energy,Medium,0.5515,Resolved,0.0,INS-0002,2023-05-19T13:00:00,External surge,TheftDetect-v2.1,0.4628,0.5204,False,0.4794,1,power_factor,communication_ok,load_factor_day,0.0919,0.1018,0.0404,meter_slowdown,50.31,252.03,Run accuracy test and compare against calibrated reference meter.,663,PEER_DEVIATION_LOW_USAGE
ALT-000580,BSCM-000183,BTM Layout,2024-10-23 18:00:00,Voltage Sag,Critical,0.6714,False Positive,0.0,INS-0006,,,TheftDetect-v2.1,0.74,0.647,False,0.5207,1,voltage_v,z_score_vs_peer,night_ratio,0.1868,0.0843,0.0753,meter_slowdown,64.55,230.16,Run accuracy test and compare against calibrated reference meter.,1287,PEER_DEVIATION_LOW_USAGE
ALT-000581,BSCM-000068,Jayanagar,2024-11-28 08:00:00,Energy Theft,Medium,0.5792,Investigating,134.52,INS-0015,,,TheftDetect-v3.0,0.5995,0.6299,True,0.6256,1,communication_ok,load_factor_day,pct_change_1d,0.1496,0.0914,0.0657,bypass,48.36,1076.16,Dispatch inspector to verify bypass wiring and photograph service entry.,1375,THEFT_BYPASS_SIGNATURE
ALT-000582,BSCM-000030,Whitefield,2024-02-17 20:00:00,Reverse Energy,Medium,0.9642,Investigating,0.0,INS-0001,,,TheftDetect-v3.0,0.9393,0.9083,True,0.9163,4,z_score_vs_peer,night_ratio,power_factor,0.2554,0.0877,0.0789,meter_slowdown,78.99,430.45,Run accuracy test and compare against calibrated reference meter.,445,PEER_DEVIATION_LOW_USAGE
ALT-000583,BSCM-000091,Electronic City,2024-07-06 08:00:00,PF Degradation,Medium,0.6592,Open,0.0,,,,TheftDetect-v2.1,0.6972,0.7935,False,0.6083,2,load_factor_day,pct_change_1d,voltage_v,0.1585,0.1104,0.0659,meter_slowdown,59.26,179.59,Run accuracy test and compare against calibrated reference meter.,1402,PEER_DEVIATION_LOW_USAGE
ALT-000584,BSCM-000496,Indiranagar,2023-04-18 04:00:00,Meter Tamper,Medium,0.9638,Resolved,0.0,INS-0009,2023-04-18T12:00:00,,TheftDetect-v2.1,1.0,0.8109,True,0.9647,4,night_ratio,power_factor,communication_ok,0.2013,0.1482,0.1099,tamper,11.61,142.58,"Inspect meter seals, terminal cover, and tamper event register.",352,METER_TAMPER_EVENT
ALT-000585,BSCM-000152,Whitefield,2023-09-25 03:00:00,Overcurrent,High,0.5573,Open,0.0,,,,Ensemble-v1,0.5682,0.6622,False,0.5701,1,pct_change_1d,voltage_v,z_score_vs_peer,0.1557,0.0695,0.0677,meter_slowdown,44.58,252.83,Run accuracy test and compare against calibrated reference meter.,933,PEER_DEVIATION_LOW_USAGE
