metric_id,model_name,model_version,evaluation_date,metric_type,metric_value,dataset_size,training_date,feature_drift_psi,distribution_shift_detected,notes
MET-000504,LSTM-v2,2.1.0,2024-03-18,false_positive_rate,0.1159,52953,2024-01-25,0.0814,False,Stable performance
MET-000505,XGBoost-v3,3.2.1,2024-03-18,mape_pct,0.039,53312,2024-01-16,0.0986,False,Stable performance
MET-000506,XGBoost-v3,3.2.1,2024-03-18,f1_score,0.761,53312,2024-01-16,0.0986,False,Stable performance
MET-000507,XGBoost-v3,3.2.1,2024-03-18,precision,0.7779,53312,2024-01-16,0.0986,False,Stable performance
MET-000508,XGBoost-v3,3.2.1,2024-03-18,recall,0.6824,53312,2024-01-16,0.0986,False,Stable performance
MET-000509,XGBoost-v3,3.2.1,2024-03-18,auc_roc,0.9091,53312,2024-01-16,0.0986,False,Stable performance
MET-000510,XGBoost-v3,3.2.1,2024-03-18,rmse,1.9476,53312,2024-01-16,0.0986,False,Stable performance
MET-000511,XGBoost-v3,3.2.1,2024-03-18,coverage,0.8551,53312,2024-01-16,0.0986,False,Stable performance
MET-000512,XGBoost-v3,3.2.1,2024-03-18,latency_p99,153.8648,53312,2024-01-16,0.0986,False,Stable performance
MET-000513,XGBoost-v3,3.2.1,2024-03-18,false_positive_rate,0.1445,53312,2024-01-16,0.0986,False,Stable performance
MET-000514,TFT-v1,1.0.0,2024-03-18,mape_pct,0.0399,52870,2024-02-02,0.0694,False,Stable performance
MET-000515,TFT-v1,1.0.0,2024-03-18,f1_score,0.7841,52870,2024-02-02,0.0694,False,Stable performance
MET-000516,TFT-v1,1.0.0,2024-03-18,precision,0.8123,52870,2024-02-02,0.0694,False,Stable performance
MET-000517,TFT-v1,1.0.0,2024-03-18,recall,0.702,52870,2024-02-02,0.0694,False,Stable performance
MET-000518,TFT-v1,1.0.0,2024-03-18,auc_roc,0.9013,52870,2024-02-02,0.0694,False,Stable performance
MET-000519,TFT-v1,1.0.0,2024-03-18,rmse,2.1507,52870,2024-02-02,0.0694,False,Stable performance
MET-000520,TFT-v1,1.0.0,2024-03-18,coverage,0.8495,52870,2024-02-02,0.0694,False,Stable performance
MET-000521,TFT-v1,1.0.0,2024-03-18,latency_p99,130.5191,52870,2024-02-02,0.0694,False,Stable performance
MET-000522,TFT-v1,1.0.0,2024-03-18,false_positive_rate,0.1268,52870,2024-02-02,0.0694,False,Stable performance
MET-000523,Ensemble-v4,4.1.0,2024-03-18,mape_pct,0.0365,53446,2024-02-01,0.0646,False,Stable performance
MET-000524,Ensemble-v4,4.1.0,2024-03-18,f1_score,0.7753,53446,2024-02-01,0.0646,False,Stable performance
MET-000525,Ensemble-v4,4.1.0,2024-03-18,precision,0.833,53446,2024-02-01,0.0646,False,Stable performance
MET-000526,Ensemble-v4,4.1.0,2024-03-18,recall,0.6428,53446,2024-02-01,0.0646,False,Stable performance
MET-000527,Ensemble-v4,4.1.0,2024-03-18,auc_roc,0.922,53446,2024-02-01,0.0646,False,Stable performance
MET-000528,Ensemble-v4,4.1.0,2024-03-18,rmse,2.0323,53446,2024-02-01,0.0646,False,Stable performance
MET-000529,Ensemble-v4,4.1.0,2024-03-18,coverage,0.8626,53446,2024-02-01,0.0646,False,Stable performance
MET-000530,Ensemble-v4,4.1.0,2024-03-18,latency_p99,145.5583,53446,2024-02-01,0.0646,False,Stable performance
MET-000531,Ensemble-v4,4.1.0,2024-03-18,false_positive_rate,0.1373,53446,2024-02-01,0.0646,False,Stable performance
MET-000532,TheftDetect-v2.1,2.1.5,2024-03-18,mape_pct,0.0364,53836,2024-01-17,0.0638,False,Stable performance
MET-000533,TheftDetect-v2.1,2.1.5,2024-03-18,f1_score,0.7632,53836,2024-01-17,0.0638,False,Stable performance
MET-000534,TheftDetect-v2.1,2.1.5,2024-03-18,precision,0.8042,53836,2024-01-17,0.0638,False,Stable performance
MET-000535,TheftDetect-v2.1,2.1.5,2024-03-18,recall,0.7035,53836,2024-01-17,0.0638,False,Stable performance
MET-000536,TheftDetect-v2.1,2.1.5,2024-03-18,auc_roc,0.9016,53836,2024-01-17,0.0638,False,Stable performance
MET-000537,TheftDetect-v2.1,2.1.5,2024-03-18,rmse,1.8252,53836,2024-01-17,0.0638,False,Stable performance
MET-000538,TheftDetect-v2.1,2.1.5,2024-03-18,coverage,0.8498,53836,2024-01-17,0.0638,False,Stable performance
MET-000539,TheftDetect-v2.1,2.1.5,2024-03-18,latency_p99,112.5434,53836,2024-01-17,0.0638,False,Stable performance
MET-000540,TheftDetect-v2.1,2.1.5,2024-03-18,false_positive_rate,0.1192,53836,2024-01-17,0.0638,False,Stable performance
MET-000541,LSTM-v2,2.1.0,2024-03-25,mape_pct,0.0381,53173,2024-02-01,0.1008,False,Stable performance
MET-000542,LSTM-v2,2.1.0,2024-03-25,f1_score,0.7488,53173,2024-02-01,0.1008,False,Stable performance
MET-000543,LSTM-v2,2.1.0,2024-03-25,precision,0.7986,53173,2024-02-01,0.1008,False,Stable performance
MET-000544,LSTM-v2,2.1.0,2024-03-25,recall,0.6764,53173,2024-02-01,0.1008,False,Stable performance
MET-000545,LSTM-v2,2.1.0,2024-03-25,auc_roc,0.9031,53173,2024-02-01,0.1008,False,Stable performance
MET-000546,LSTM-v2,2.1.0,2024-03-25,rmse,2.3445,53173,2024-02-01,0.1008,False,Stable performance
MET-000547,LSTM-v2,2.1.0,2024-03-25,coverage,0.87,53173,2024-02-01,0.1008,False,Stable performance
MET-000548,LSTM-v2,2.1.0,2024-03-25,latency_p99,139.6284,53173,2024-02-01,0.1008,False,Stable performance
MET-000549,LSTM-v2,2.1.0,2024-03-25,false_positive_rate,0.1355,53173,2024-02-01,0.1008,False,Stable performance
MET-000550,XGBoost-v3,3.2.1,2024-03-25,mape_pct,0.0344,53532,2024-01-23,0.0443,False,Stable performance
MET-000551,XGBoost-v3,3.2.1,2024-03-25,f1_score,0.7649,53532,2024-01-23,0.0443,False,Stable performance
MET-000552,XGBoost-v3,3.2.1,2024-03-25,precision,0.7998,53532,2024-01-23,0.0443,False,Stable performance
MET-000553,XGBoost-v3,3.2.1,2024-03-25,recall,0.6733,53532,2024-01-23,0.0443,False,Stable performance
MET-000554,XGBoost-v3,3.2.1,2024-03-25,auc_roc,0.9036,53532,2024-01-23,0.0443,False,Stable performance
MET-000555,XGBoost-v3,3.2.1,2024-03-25,rmse,1.9104,53532,2024-01-23,0.0443,False,Stable performance
MET-000556,XGBoost-v3,3.2.1,2024-03-25,coverage,0.8773,53532,2024-01-23,0.0443,False,Stable performance
MET-000557,XGBoost-v3,3.2.1,2024-03-25,latency_p99,134.1233,53532,2024-01-23,0.0443,False,Stable performance
MET-000558,XGBoost-v3,3.2.1,2024-03-25,false_positive_rate,0.138,53532,2024-01-23,0.0443,False,Stable performance
MET-000559,TFT-v1,1.0.0,2024-03-25,mape_pct,0.0398,53090,2024-02-09,0.1213,False,Stable performance
MET-000560,TFT-v1,1.0.0,2024-03-25,f1_score,0.7502,53090,2024-02-09,0.1213,False,Stable performance
MET-000561,TFT-v1,1.0.0,2024-03-25,precision,0.7929,53090,2024-02-09,0.1213,False,Stable performance
MET-000562,TFT-v1,1.0.0,2024-03-25,recall,0.6677,53090,2024-02-09,0.1213,False,Stable performance
MET-000563,TFT-v1,1.0.0,2024-03-25,auc_roc,0.8857,53090,2024-02-09,0.1213,False,Stable performance
MET-000564,TFT-v1,1.0.0,2024-03-25,rmse,2.2433,53090,2024-02-09,0.1213,False,Stable performance
MET-000565,TFT-v1,1.0.0,2024-03-25,coverage,0.8532,53090,2024-02-09,0.1213,False,Stable performance
MET-000566,TFT-v1,1.0.0,2024-03-25,latency_p99,145.8344,53090,2024-02-09,0.1213,False,Stable performance
MET-000567,TFT-v1,1.0.0,2024-03-25,false_positive_rate,0.1344,53090,2024-02-09,0.1213,False,Stable performance
MET-000568,Ensemble-v4,4.1.0,2024-03-25,mape_pct,0.0412,53666,2024-02-08,0.0825,False,Stable performance
MET-000569,Ensemble-v4,4.1.0,2024-03-25,f1_score,0.7555,53666,2024-02-08,0.0825,False,Stable performance
MET-000570,Ensemble-v4,4.1.0,2024-03-25,precision,0.8218,53666,2024-02-08,0.0825,False,Stable performance
MET-000571,Ensemble-v4,4.1.0,2024-03-25,recall,0.6435,53666,2024-02-08,0.0825,False,Stable performance
MET-000572,Ensemble-v4,4.1.0,2024-03-25,auc_roc,0.9067,53666,2024-02-08,0.0825,False,Stable performance
MET-000573,Ensemble-v4,4.1.0,2024-03-25,rmse,2.2198,53666,2024-02-08,0.0825,False,Stable performance
MET-000574,Ensemble-v4,4.1.0,2024-03-25,coverage,0.848,53666,2024-02-08,0.0825,False,Stable performance
MET-000575,Ensemble-v4,4.1.0,2024-03-25,latency_p99,130.5887,53666,2024-02-08,0.0825,False,Stable performance
MET-000576,Ensemble-v4,4.1.0,2024-03-25,false_positive_rate,0.1295,53666,2024-02-08,0.0825,False,Stable performance
MET-000577,TheftDetect-v2.1,2.1.5,2024-03-25,mape_pct,0.0353,54056,2024-01-24,0.1069,False,Stable performance
MET-000578,TheftDetect-v2.1,2.1.5,2024-03-25,f1_score,0.7627,54056,2024-01-24,0.1069,False,Stable performance
MET-000579,TheftDetect-v2.1,2.1.5,2024-03-25,precision,0.7953,54056,2024-01-24,0.1069,False,Stable performance
MET-000580,TheftDetect-v2.1,2.1.5,2024-03-25,recall,0.6932,54056,2024-01-24,0.1069,False,Stable performance
MET-000581,TheftDetect-v2.1,2.1.5,2024-03-25,auc_roc,0.8788,54056,2024-01-24,0.1069,False,Stable performance
MET-000582,TheftDetect-v2.1,2.1.5,2024-03-25,rmse,2.6158,54056,2024-01-24,0.1069,False,Stable performance
MET-000583,TheftDetect-v2.1,2.1.5,2024-03-25,coverage,0.8444,54056,2024-01-24,0.1069,False,Stable performance
MET-000584,TheftDetect-v2.1,2.1.5,2024-03-25,latency_p99,156.4012,54056,2024-01-24,0.1069,False,Stable performance
MET-000585,TheftDetect-v2.1,2.1.5,2024-03-25,false_positive_rate,0.1285,54056,2024-01-24,0.1069,False,Stable performance
MET-000586,LSTM-v2,2.1.0,2024-04-01,mape_pct,0.038,53393,2024-02-08,0.0655,False,Stable performance
MET-000587,LSTM-v2,2.1.0,2024-04-01,f1_score,0.7791,53393,2024-02-08,0.0655,False,Stable performance
MET-000588,LSTM-v2,2.1.0,2024-04-01,precision,0.7896,53393,2024-02-08,0.0655,False,Stable performance
MET-000589,LSTM-v2,2.1.0,2024-04-01,recall,0.6921,53393,2024-02-08,0.0655,False,Stable performance
MET-000590,LSTM-v2,2.1.0,2024-04-01,auc_roc,0.902,53393,2024-02-08,0.0655,False,Stable performance
MET-000591,LSTM-v2,2.1.0,2024-04-01,rmse,2.1618,53393,2024-02-08,0.0655,False,Stable performance
MET-000592,LSTM-v2,2.1.0,2024-04-01,coverage,0.8548,53393,2024-02-08,0.0655,False,Stable performance
MET-000593,LSTM-v2,2.1.0,2024-04-01,latency_p99,124.9336,53393,2024-02-08,0.0655,False,Stable performance
MET-000594,LSTM-v2,2.1.0,2024-04-01,false_positive_rate,0.1107,53393,2024-02-08,0.0655,False,Stable performance
MET-000595,XGBoost-v3,3.2.1,2024-04-01,mape_pct,0.0422,53752,2024-01-30,0.1028,False,Stable performance
MET-000596,XGBoost-v3,3.2.1,2024-04-01,f1_score,0.7642,53752,2024-01-30,0.1028,False,Stable performance
MET-000597,XGBoost-v3,3.2.1,2024-04-01,precision,0.8066,53752,2024-01-30,0.1028,False,Stable performance
MET-000598,XGBoost-v3,3.2.1,2024-04-01,recall,0.6906,53752,2024-01-30,0.1028,False,Stable performance
MET-000599,XGBoost-v3,3.2.1,2024-04-01,auc_roc,0.9117,53752,2024-01-30,0.1028,False,Stable performance
MET-000600,XGBoost-v3,3.2.1,2024-04-01,rmse,1.9504,53752,2024-01-30,0.1028,False,Stable performance
MET-000601,XGBoost-v3,3.2.1,2024-04-01,coverage,0.833,53752,2024-01-30,0.1028,False,Stable performance
MET-000602,XGBoost-v3,3.2.1,2024-04-01,latency_p99,159.1223,53752,2024-01-30,0.1028,False,Stable performance
MET-000603,XGBoost-v3,3.2.1,2024-04-01,false_positive_rate,0.1151,53752,2024-01-30,0.1028,False,Stable performance
MET-000604,TFT-v1,1.0.0,2024-04-01,mape_pct,0.0358,53310,2024-02-16,0.0588,False,Stable performance
MET-000605,TFT-v1,1.0.0,2024-04-01,f1_score,0.7405,53310,2024-02-16,0.0588,False,Stable performance
MET-000606,TFT-v1,1.0.0,2024-04-01,precision,0.8048,53310,2024-02-16,0.0588,False,Stable performance
MET-000607,TFT-v1,1.0.0,2024-04-01,recall,0.6635,53310,2024-02-16,0.0588,False,Stable performance
MET-000608,TFT-v1,1.0.0,2024-04-01,auc_roc,0.9006,53310,2024-02-16,0.0588,False,Stable performance
MET-000609,TFT-v1,1.0.0,2024-04-01,rmse,2.0891,53310,2024-02-16,0.0588,False,Stable performance
MET-000610,TFT-v1,1.0.0,2024-04-01,coverage,0.8525,53310,2024-02-16,0.0588,False,Stable performance
MET-000611,TFT-v1,1.0.0,2024-04-01,latency_p99,125.8633,53310,2024-02-16,0.0588,False,Stable performance
MET-000612,TFT-v1,1.0.0,2024-04-01,false_positive_rate,0.1232,53310,2024-02-16,0.0588,False,Stable performance
MET-000613,Ensemble-v4,4.1.0,2024-04-01,mape_pct,0.0458,53886,2024-02-15,0.1121,False,Stable performance
MET-000614,Ensemble-v4,4.1.0,2024-04-01,f1_score,0.7487,53886,2024-02-15,0.1121,False,Stable performance
MET-000615,Ensemble-v4,4.1.0,2024-04-01,precision,0.8217,53886,2024-02-15,0.1121,False,Stable performance
MET-000616,Ensemble-v4,4.1.0,2024-04-01,recall,0.6878,53886,2024-02-15,0.1121,False,Stable performance
MET-000617,Ensemble-v4,4.1.0,2024-04-01,auc_roc,0.8842,53886,2024-02-15,0.1121,False,Stable performance
MET-000618,Ensemble-v4,4.1.0,2024-04-01,rmse,2.0817,53886,2024-02-15,0.1121,False,Stable performance
MET-000619,Ensemble-v4,4.1.0,2024-04-01,coverage,0.8464,53886,2024-02-15,0.1121,False,Stable performance
MET-000620,Ensemble-v4,4.1.0,2024-04-01,latency_p99,157.5146,53886,2024-02-15,0.1121,False,Stable performance
MET-000621,Ensemble-v4,4.1.0,2024-04-01,false_positive_rate,0.1252,53886,2024-02-15,0.1121,False,Stable performance
MET-000622,TheftDetect-v2.1,2.1.5,2024-04-01,mape_pct,0.0344,54276,2024-01-31,0.0387,False,Stable performance
MET-000623,TheftDetect-v2.1,2.1.5,2024-04-01,f1_score,0.7406,54276,2024-01-31,0.0387,False,Stable performance
MET-000624,TheftDetect-v2.1,2.1.5,2024-04-01,precision,0.8004,54276,2024-01-31,0.0387,False,Stable performance
MET-000625,TheftDetect-v2.1,2.1.5,2024-04-01,recall,0.6732,54276,2024-01-31,0.0387,False,Stable performance
MET-000626,TheftDetect-v2.1,2.1.5,2024-04-01,auc_roc,0.9069,54276,2024-01-31,0.0387,False,Stable performance
MET-000627,TheftDetect-v2.1,2.1.5,2024-04-01,rmse,2.1161,54276,2024-01-31,0.0387,False,Stable performance
MET-000628,TheftDetect-v2.1,2.1.5,2024-04-01,coverage,0.8625,54276,2024-01-31,0.0387,False,Stable performance
MET-000629,TheftDetect-v2.1,2.1.5,2024-04-01,latency_p99,112.8125,54276,2024-01-31,0.0387,False,Stable performance
MET-000630,TheftDetect-v2.1,2.1.5,2024-04-01,false_positive_rate,0.1132,54276,2024-01-31,0.0387,False,Stable performance
MET-000631,LSTM-v2,2.1.0,2024-04-08,mape_pct,0.0384,53613,2024-02-15,0.0899,False,Stable performance
MET-000632,LSTM-v2,2.1.0,2024-04-08,f1_score,0.7535,53613,2024-02-15,0.0899,False,Stable performance
MET-000633,LSTM-v2,2.1.0,2024-04-08,precision,0.7831,53613,2024-02-15,0.0899,False,Stable performance
MET-000634,LSTM-v2,2.1.0,2024-04-08,recall,0.6549,53613,2024-02-15,0.0899,False,Stable performance
MET-000635,LSTM-v2,2.1.0,2024-04-08,auc_roc,0.8952,53613,2024-02-15,0.0899,False,Stable performance
MET-000636,LSTM-v2,2.1.0,2024-04-08,rmse,1.7136,53613,2024-02-15,0.0899,False,Stable performance
MET-000637,LSTM-v2,2.1.0,2024-04-08,coverage,0.8579,53613,2024-02-15,0.0899,False,Stable performance
MET-000638,LSTM-v2,2.1.0,2024-04-08,latency_p99,119.7115,53613,2024-02-15,0.0899,False,Stable performance
MET-000639,LSTM-v2,2.1.0,2024-04-08,false_positive_rate,0.1331,53613,2024-02-15,0.0899,False,Stable performance
MET-000640,XGBoost-v3,3.2.1,2024-04-08,mape_pct,0.0386,53972,2024-02-06,0.103,False,Stable performance
MET-000641,XGBoost-v3,3.2.1,2024-04-08,f1_score,0.7693,53972,2024-02-06,0.103,False,Stable performance
MET-000642,XGBoost-v3,3.2.1,2024-04-08,precision,0.8104,53972,2024-02-06,0.103,False,Stable performance
MET-000643,XGBoost-v3,3.2.1,2024-04-08,recall,0.668,53972,2024-02-06,0.103,False,Stable performance
MET-000644,XGBoost-v3,3.2.1,2024-04-08,auc_roc,0.8934,53972,2024-02-06,0.103,False,Stable performance
MET-000645,XGBoost-v3,3.2.1,2024-04-08,rmse,2.3971,53972,2024-02-06,0.103,False,Stable performance
MET-000646,XGBoost-v3,3.2.1,2024-04-08,coverage,0.8536,53972,2024-02-06,0.103,False,Stable performance
MET-000647,XGBoost-v3,3.2.1,2024-04-08,latency_p99,151.0715,53972,2024-02-06,0.103,False,Stable performance
MET-000648,XGBoost-v3,3.2.1,2024-04-08,false_positive_rate,0.1046,53972,2024-02-06,0.103,False,Stable performance
MET-000649,TFT-v1,1.0.0,2024-04-08,mape_pct,0.0345,53530,2024-02-23,0.0905,False,Stable performance
MET-000650,TFT-v1,1.0.0,2024-04-08,f1_score,0.757,53530,2024-02-23,0.0905,False,Stable performance
MET-000651,TFT-v1,1.0.0,2024-04-08,precision,0.8123,53530,2024-02-23,0.0905,False,Stable performance
MET-000652,TFT-v1,1.0.0,2024-04-08,recall,0.7068,53530,2024-02-23,0.0905,False,Stable performance
MET-000653,TFT-v1,1.0.0,2024-04-08,auc_roc,0.8898,53530,2024-02-23,0.0905,False,Stable performance
MET-000654,TFT-v1,1.0.0,2024-04-08,rmse,2.1011,53530,2024-02-23,0.0905,False,Stable performance
MET-000655,TFT-v1,1.0.0,2024-04-08,coverage,0.852,53530,2024-02-23,0.0905,False,Stable performance
MET-000656,TFT-v1,1.0.0,2024-04-08,latency_p99,124.5888,53530,2024-02-23,0.0905,False,Stable performance
MET-000657,TFT-v1,1.0.0,2024-04-08,false_positive_rate,0.1361,53530,2024-02-23,0.0905,False,Stable performance
MET-000658,Ensemble-v4,4.1.0,2024-04-08,mape_pct,0.0393,54106,2024-02-22,0.0862,False,Stable performance
MET-000659,Ensemble-v4,4.1.0,2024-04-08,f1_score,0.7677,54106,2024-02-22,0.0862,False,Stable performance
MET-000660,Ensemble-v4,4.1.0,2024-04-08,precision,0.8036,54106,2024-02-22,0.0862,False,Stable performance
MET-000661,Ensemble-v4,4.1.0,2024-04-08,recall,0.6615,54106,2024-02-22,0.0862,False,Stable performance
MET-000662,Ensemble-v4,4.1.0,2024-04-08,auc_roc,0.899,54106,2024-02-22,0.0862,False,Stable performance
MET-000663,Ensemble-v4,4.1.0,2024-04-08,rmse,2.0338,54106,2024-02-22,0.0862,False,Stable performance
MET-000664,Ensemble-v4,4.1.0,2024-04-08,coverage,0.854,54106,2024-02-22,0.0862,False,Stable performance
MET-000665,Ensemble-v4,4.1.0,2024-04-08,latency_p99,147.4878,54106,2024-02-22,0.0862,False,Stable performance
MET-000666,Ensemble-v4,4.1.0,2024-04-08,false_positive_rate,0.1138,54106,2024-02-22,0.0862,False,Stable performance
MET-000667,TheftDetect-v2.1,2.1.5,2024-04-08,mape_pct,0.0361,54496,2024-02-07,0.0497,False,Stable performance
MET-000668,TheftDetect-v2.1,2.1.5,2024-04-08,f1_score,0.7561,54496,2024-02-07,0.0497,False,Stable performance
MET-000669,TheftDetect-v2.1,2.1.5,2024-04-08,precision,0.8114,54496,2024-02-07,0.0497,False,Stable performance
MET-000670,TheftDetect-v2.1,2.1.5,2024-04-08,recall,0.6878,54496,2024-02-07,0.0497,False,Stable performance
MET-000671,TheftDetect-v2.1,2.1.5,2024-04-08,auc_roc,0.8826,54496,2024-02-07,0.0497,False,Stable performance
MET-000672,TheftDetect-v2.1,2.1.5,2024-04-08,rmse,2.1122,54496,2024-02-07,0.0497,False,Stable performance
MET-000673,TheftDetect-v2.1,2.1.5,2024-04-08,coverage,0.8467,54496,2024-02-07,0.0497,False,Stable performance
MET-000674,TheftDetect-v2.1,2.1.5,2024-04-08,latency_p99,128.6762,54496,2024-02-07,0.0497,False,Stable performance
MET-000675,TheftDetect-v2.1,2.1.5,2024-04-08,false_positive_rate,0.1124,54496,2024-02-07,0.0497,False,Stable performance
MET-000676,LSTM-v2,2.1.0,2024-04-15,mape_pct,0.0432,53833,2024-02-22,0.0762,False,Stable performance
MET-000677,LSTM-v2,2.1.0,2024-04-15,f1_score,0.7657,53833,2024-02-22,0.0762,False,Stable performance
MET-000678,LSTM-v2,2.1.0,2024-04-15,precision,0.8171,53833,2024-02-22,0.0762,False,Stable performance
MET-000679,LSTM-v2,2.1.0,2024-04-15,recall,0.6805,53833,2024-02-22,0.0762,False,Stable performance
MET-000680,LSTM-v2,2.1.0,2024-04-15,auc_roc,0.9071,53833,2024-02-22,0.0762,False,Stable performance
MET-000681,LSTM-v2,2.1.0,2024-04-15,rmse,2.1827,53833,2024-02-22,0.0762,False,Stable performance
MET-000682,LSTM-v2,2.1.0,2024-04-15,coverage,0.8559,53833,2024-02-22,0.0762,False,Stable performance
MET-000683,LSTM-v2,2.1.0,2024-04-15,latency_p99,147.0021,53833,2024-02-22,0.0762,False,Stable performance
MET-000684,LSTM-v2,2.1.0,2024-04-15,false_positive_rate,0.1253,53833,2024-02-22,0.0762,False,Stable performance
MET-000685,XGBoost-v3,3.2.1,2024-04-15,mape_pct,0.0467,54192,2024-02-13,0.1471,False,Stable performance
MET-000686,XGBoost-v3,3.2.1,2024-04-15,f1_score,0.7261,54192,2024-02-13,0.1471,False,Stable performance
MET-000687,XGBoost-v3,3.2.1,2024-04-15,precision,0.7914,54192,2024-02-13,0.1471,False,Stable performance
MET-000688,XGBoost-v3,3.2.1,2024-04-15,recall,0.6736,54192,2024-02-13,0.1471,False,Stable performance
MET-000689,XGBoost-v3,3.2.1,2024-04-15,auc_roc,0.8928,54192,2024-02-13,0.1471,False,Stable performance
MET-000690,XGBoost-v3,3.2.1,2024-04-15,rmse,2.521,54192,2024-02-13,0.1471,False,Stable performance
MET-000691,XGBoost-v3,3.2.1,2024-04-15,coverage,0.8546,54192,2024-02-13,0.1471,False,Stable performance
MET-000692,XGBoost-v3,3.2.1,2024-04-15,latency_p99,130.1681,54192,2024-02-13,0.1471,False,Stable performance
MET-000693,XGBoost-v3,3.2.1,2024-04-15,false_positive_rate,0.1493,54192,2024-02-13,0.1471,False,Stable performance
MET-000694,TFT-v1,1.0.0,2024-04-15,mape_pct,0.0364,53750,2024-03-01,0.0776,False,Stable performance
MET-000695,TFT-v1,1.0.0,2024-04-15,f1_score,0.7516,53750,2024-03-01,0.0776,False,Stable performance
MET-000696,TFT-v1,1.0.0,2024-04-15,precision,0.8157,53750,2024-03-01,0.0776,False,Stable performance
MET-000697,TFT-v1,1.0.0,2024-04-15,recall,0.6728,53750,2024-03-01,0.0776,False,Stable performance
MET-000698,TFT-v1,1.0.0,2024-04-15,auc_roc,0.8941,53750,2024-03-01,0.0776,False,Stable performance
MET-000699,TFT-v1,1.0.0,2024-04-15,rmse,2.0622,53750,2024-03-01,0.0776,False,Stable performance
MET-000700,TFT-v1,1.0.0,2024-04-15,coverage,0.8394,53750,2024-03-01,0.0776,False,Stable performance
MET-000701,TFT-v1,1.0.0,2024-04-15,latency_p99,123.8584,53750,2024-03-01,0.0776,False,Stable performance
MET-000702,TFT-v1,1.0.0,2024-04-15,false_positive_rate,0.1116,53750,2024-03-01,0.0776,False,Stable performance
MET-000703,Ensemble-v4,4.1.0,2024-04-15,mape_pct,0.0407,54326,2024-02-29,0.0833,False,Stable performance
MET-000704,Ensemble-v4,4.1.0,2024-04-15,f1_score,0.7675,54326,2024-02-29,0.0833,False,Stable performance
MET-000705,Ensemble-v4,4.1.0,2024-04-15,precision,0.8201,54326,2024-02-29,0.0833,False,Stable performance
MET-000706,Ensemble-v4,4.1.0,2024-04-15,recall,0.6953,54326,2024-02-29,0.0833,False,Stable performance
MET-000707,Ensemble-v4,4.1.0,2024-04-15,auc_roc,0.8947,54326,2024-02-29,0.0833,False,Stable performance
MET-000708,Ensemble-v4,4.1.0,2024-04-15,rmse,2.1526,54326,2024-02-29,0.0833,False,Stable performance
MET-000709,Ensemble-v4,4.1.0,2024-04-15,coverage,0.8531,54326,2024-02-29,0.0833,False,Stable performance
MET-000710,Ensemble-v4,4.1.0,2024-04-15,latency_p99,109.1761,54326,2024-02-29,0.0833,False,Stable performance
MET-000711,Ensemble-v4,4.1.0,2024-04-15,false_positive_rate,0.1128,54326,2024-02-29,0.0833,False,Stable performance
MET-000712,TheftDetect-v2.1,2.1.5,2024-04-15,mape_pct,0.0383,54716,2024-02-14,0.0858,False,Stable performance
MET-000713,TheftDetect-v2.1,2.1.5,2024-04-15,f1_score,0.7662,54716,2024-02-14,0.0858,False,Stable performance
MET-000714,TheftDetect-v2.1,2.1.5,2024-04-15,precision,0.8101,54716,2024-02-14,0.0858,False,Stable performance
MET-000715,TheftDetect-v2.1,2.1.5,2024-04-15,recall,0.6444,54716,2024-02-14,0.0858,False,Stable performance
MET-000716,TheftDetect-v2.1,2.1.5,2024-04-15,auc_roc,0.9049,54716,2024-02-14,0.0858,False,Stable performance
MET-000717,TheftDetect-v2.1,2.1.5,2024-04-15,rmse,2.1872,54716,2024-02-14,0.0858,False,Stable performance
MET-000718,TheftDetect-v2.1,2.1.5,2024-04-15,coverage,0.8581,54716,2024-02-14,0.0858,False,Stable performance
MET-000719,TheftDetect-v2.1,2.1.5,2024-04-15,latency_p99,148.2496,54716,2024-02-14,0.0858,False,Stable performance
MET-000720,TheftDetect-v2.1,2.1.5,2024-04-15,false_positive_rate,0.124,54716,2024-02-14,0.0858,False,Stable performance
MET-000721,LSTM-v2,2.1.0,2024-04-22,mape_pct,0.0392,54053,2024-02-29,0.1231,False,Stable performance
MET-000722,LSTM-v2,2.1.0,2024-04-22,f1_score,0.735,54053,2024-02-29,0.1231,False,Stable performance
MET-000723,LSTM-v2,2.1.0,2024-04-22,precision,0.803,54053,2024-02-29,0.1231,False,Stable performance
MET-000724,LSTM-v2,2.1.0,2024-04-22,recall,0.6637,54053,2024-02-29,0.1231,False,Stable performance
MET-000725,LSTM-v2,2.1.0,2024-04-22,auc_roc,0.8978,54053,2024-02-29,0.1231,False,Stable performance
MET-000726,LSTM-v2,2.1.0,2024-04-22,rmse,2.6161,54053,2024-02-29,0.1231,False,Stable performance
MET-000727,LSTM-v2,2.1.0,2024-04-22,coverage,0.8533,54053,2024-02-29,0.1231,False,Stable performance
MET-000728,LSTM-v2,2.1.0,2024-04-22,latency_p99,144.7112,54053,2024-02-29,0.1231,False,Stable performance
MET-000729,LSTM-v2,2.1.0,2024-04-22,false_positive_rate,0.1235,54053,2024-02-29,0.1231,False,Stable performance
MET-000730,XGBoost-v3,3.2.1,2024-04-22,mape_pct,0.0357,54412,2024-02-20,0.0495,False,Stable performance
MET-000731,XGBoost-v3,3.2.1,2024-04-22,f1_score,0.7836,54412,2024-02-20,0.0495,False,Stable performance
